# Time	Amplitude (cm/s/s)
   0.000000	   0.162997
   0.009766	  -0.005427
   0.019531	  -0.184346
   0.029297	  -0.323380
   0.039062	  -0.386542
   0.048828	  -0.363905
   0.058594	  -0.274394
   0.068359	  -0.158779
   0.078125	  -0.065389
   0.087891	  -0.033519
   0.097656	  -0.080281
   0.107422	  -0.195348
   0.117188	  -0.345224
   0.126953	  -0.485315
   0.136719	  -0.575392
   0.146484	  -0.592960
   0.156250	  -0.539928
   0.166016	  -0.440507
   0.175781	  -0.331442
   0.185547	  -0.248411
   0.195312	  -0.213681
   0.205078	  -0.229485
   0.214844	  -0.279319
   0.224609	  -0.336328
   0.234375	  -0.375298
   0.244141	  -0.383428
   0.253906	  -0.365621
   0.263672	  -0.342144
   0.273438	  -0.339517
   0.283203	  -0.378177
   0.292969	  -0.461785
   0.302734	  -0.572608
   0.312500	  -0.675195
   0.322266	  -0.727480
   0.332031	  -0.695595
   0.341797	  -0.567088
   0.351562	  -0.357598
   0.361328	  -0.108220
   0.371094	   0.125996
   0.380859	   0.292764
   0.390625	   0.358922
   0.400391	   0.320861
   0.410156	   0.205398
   0.419922	   0.060740
   0.429688	  -0.059405
   0.439453	  -0.113189
   0.449219	  -0.083582
   0.458984	   0.017356
   0.468750	   0.154110
   0.478516	   0.281024
   0.488281	   0.358472
   0.498047	   0.366164
   0.507812	   0.309064
   0.517578	   0.214109
   0.527344	   0.119270
   0.537109	   0.059180
   0.546875	   0.052676
   0.556641	   0.096754
   0.566406	   0.168967
   0.576172	   0.237129
   0.585938	   0.272522
   0.595703	   0.261515
   0.605469	   0.211216
   0.615234	   0.147009
   0.625000	   0.102931
   0.634766	   0.108504
   0.644531	   0.176998
   0.654297	   0.299554
   0.664062	   0.447450
   0.673828	   0.581739
   0.683594	   0.666749
   0.693359	   0.682491
   0.703125	   0.631361
   0.712891	   0.536670
   0.722656	   0.433485
   0.732422	   0.355188
   0.742188	   0.320720
   0.751953	   0.327310
   0.761719	   0.351462
   0.771484	   0.357981
   0.781250	   0.313796
   0.791016	   0.201551
   0.800781	   0.027895
   0.810547	  -0.176725
   0.820312	  -0.366938
   0.830078	  -0.497050
   0.839844	  -0.536307
   0.849609	  -0.479495
   0.859375	  -0.349119
   0.869141	  -0.188385
   0.878906	  -0.047389
   0.888672	   0.032728
   0.898438	   0.032248
   0.908203	  -0.042155
   0.917969	  -0.161376
   0.927734	  -0.285036
   0.937500	  -0.375659
   0.947266	  -0.410770
   0.957031	  -0.388791
   0.966797	  -0.326990
   0.976562	  -0.252740
   0.986328	  -0.191721
   0.996094	  -0.157708
   1.005859	  -0.147822
   1.015625	  -0.144863
   1.025391	  -0.125625
   1.035156	  -0.071725
   1.044922	   0.021452
   1.054688	   0.141325
   1.064453	   0.261711
   1.074219	   0.352158
   1.083984	   0.389488
   1.093750	   0.367083
   1.103516	   0.298208
   1.113281	   0.211908
   1.123047	   0.142807
   1.132812	   0.118530
   1.142578	   0.149426
   1.152344	   0.224534
   1.162109	   0.315443
   1.171875	   0.386764
   1.181641	   0.409413
   1.191406	   0.371773
   1.201172	   0.284490
   1.210938	   0.176977
   1.220703	   0.086756
   1.230469	   0.045473
   1.240234	   0.066752
   1.250000	   0.140472
   1.259766	   0.235762
   1.269531	   0.311804
   1.279297	   0.332637
   1.289062	   0.280582
   1.298828	   0.163325
   1.308594	   0.011936
   1.318359	  -0.129616
   1.328125	  -0.219757
   1.337891	  -0.233906
   1.347656	  -0.173052
   1.357422	  -0.063166
   1.367188	   0.054412
   1.376953	   0.138088
   1.386719	   0.161110
   1.396484	   0.121030
   1.406250	   0.040018
   1.416016	  -0.044167
   1.425781	  -0.093199
   1.435547	  -0.083590
   1.445312	  -0.016586
   1.455078	   0.081354
   1.464844	   0.167978
   1.474609	   0.201309
   1.484375	   0.156510
   1.494141	   0.037197
   1.503906	  -0.123304
   1.513672	  -0.271728
   1.523438	  -0.352589
   1.533203	  -0.327788
   1.542969	  -0.191135
   1.552734	   0.027594
   1.562500	   0.270850
   1.572266	   0.471282
   1.582031	   0.573467
   1.591797	   0.552007
   1.601562	   0.419730
   1.611328	   0.223132
   1.621094	   0.026635
   1.630859	  -0.108913
   1.640625	  -0.146048
   1.650391	  -0.082054
   1.660156	   0.051903
   1.669922	   0.203249
   1.679688	   0.317430
   1.689453	   0.357214
   1.699219	   0.314980
   1.708984	   0.213730
   1.718750	   0.096768
   1.728516	   0.010072
   1.738281	  -0.015909
   1.748047	   0.021816
   1.757812	   0.097622
   1.767578	   0.167339
   1.777344	   0.185807
   1.787109	   0.125302
   1.796875	  -0.012189
   1.806641	  -0.193681
   1.816406	  -0.365738
   1.826172	  -0.473300
   1.835938	  -0.480091
   1.845703	  -0.383145
   1.855469	  -0.215946
   1.865234	  -0.038647
   1.875000	   0.081535
   1.884766	   0.093102
   1.894531	  -0.021681
   1.904297	  -0.239832
   1.914062	  -0.504325
   1.923828	  -0.742212
   1.933594	  -0.888018
   1.943359	  -0.904448
   1.953125	  -0.793432
   1.962891	  -0.593942
   1.972656	  -0.367695
   1.982422	  -0.177957
   1.992188	  -0.068994
   2.001953	  -0.053206
   2.011719	  -0.110061
   2.021484	  -0.196617
   2.031250	  -0.265251
   2.041016	  -0.281793
   2.050781	  -0.237316
   2.060547	  -0.149460
   2.070312	  -0.053156
   2.080078	   0.015321
   2.089844	   0.034585
   2.099609	   0.008198
   2.109375	  -0.035473
   2.119141	  -0.053744
   2.128906	  -0.006567
   2.138672	   0.126450
   2.148438	   0.335504
   2.158203	   0.580782
   2.167969	   0.803644
   2.177734	   0.945029
   2.187500	   0.964599
   2.197266	   0.853773
   2.207031	   0.638054
   2.216797	   0.367931
   2.226562	   0.101803
   2.236328	  -0.112755
   2.246094	  -0.252531
   2.255859	  -0.322296
   2.265625	  -0.347574
   2.275391	  -0.359848
   2.285156	  -0.380430
   2.294922	  -0.409704
   2.304688	  -0.426369
   2.314453	  -0.397306
   2.324219	  -0.294320
   2.333984	  -0.110990
   2.343750	   0.127654
   2.353516	   0.367521
   2.363281	   0.540373
   2.373047	   0.586805
   2.382812	   0.479285
   2.392578	   0.236502
   2.402344	  -0.077210
   2.412109	  -0.368637
   2.421875	  -0.544093
   2.431641	  -0.540397
   2.441406	  -0.347818
   2.451172	  -0.016537
   2.460938	   0.356600
   2.470703	   0.657604
   2.480469	   0.791973
   2.490234	   0.716435
   2.500000	   0.455010
   2.509766	   0.093481
   2.519531	  -0.246545
   2.529297	  -0.445984
   2.539062	  -0.426725
   2.548828	  -0.177635
   2.558594	   0.240483
   2.568359	   0.712755
   2.578125	   1.105216
   2.587891	   1.305655
   2.597656	   1.257210
   2.607422	   0.974156
   2.617188	   0.535252
   2.626953	   0.057444
   2.636719	  -0.340999
   2.646484	  -0.575682
   2.656250	  -0.618401
   2.666016	  -0.500090
   2.675781	  -0.294612
   2.685547	  -0.089999
   2.695312	   0.042362
   2.705078	   0.070001
   2.714844	   0.006001
   2.724609	  -0.101272
   2.734375	  -0.190571
   2.744141	  -0.213447
   2.753906	  -0.153561
   2.763672	  -0.032662
   2.773438	   0.098621
   2.783203	   0.181382
   2.792969	   0.172525
   2.802734	   0.063214
   2.812500	  -0.115307
   2.822266	  -0.300910
   2.832031	  -0.421753
   2.841797	  -0.422090
   2.851562	  -0.283692
   2.861328	  -0.035364
   2.871094	   0.252932
   2.880859	   0.489634
   2.890625	   0.588589
   2.900391	   0.495003
   2.910156	   0.202330
   2.919922	  -0.244723
   2.929688	  -0.761450
   2.939453	  -1.244681
   2.949219	  -1.597904
   2.958984	  -1.752904
   2.968750	  -1.682675
   2.978516	  -1.403556
   2.988281	  -0.967858
   2.998047	  -0.450549
   3.007812	   0.065764
   3.017578	   0.504184
   3.027344	   0.803533
   3.037109	   0.925045
   3.046875	   0.856581
   3.056641	   0.615016
   3.066406	   0.246400
   3.076172	  -0.177459
   3.085938	  -0.567639
   3.095703	  -0.832610
   3.105469	  -0.897158
   3.115234	  -0.721874
   3.125000	  -0.317633
   3.134766	   0.250466
   3.144531	   0.873085
   3.154297	   1.420036
   3.164062	   1.772079
   3.173828	   1.852639
   3.183594	   1.649892
   3.193359	   1.221695
   3.203125	   0.680652
   3.212891	   0.162714
   3.222656	  -0.211732
   3.232422	  -0.372466
   3.242188	  -0.318713
   3.251953	  -0.116670
   3.261719	   0.124264
   3.271484	   0.289081
   3.281250	   0.296336
   3.291016	   0.125920
   3.300781	  -0.173971
   3.310547	  -0.503229
   3.320312	  -0.744247
   3.330078	  -0.802853
