# Time	Amplitude (cm/s/s)
   0.000000	  -0.453218
   0.009766	  -0.390981
   0.019531	  -0.358527
   0.029297	  -0.353256
   0.039062	  -0.367806
   0.048828	  -0.389947
   0.058594	  -0.403445
   0.068359	  -0.390633
   0.078125	  -0.336633
   0.087891	  -0.234229
   0.097656	  -0.087668
   0.107422	   0.086348
   0.117188	   0.261520
   0.126953	   0.408340
   0.136719	   0.502354
   0.146484	   0.531675
   0.156250	   0.501125
   0.166016	   0.431355
   0.175781	   0.352944
   0.185547	   0.297285
   0.195312	   0.287254
   0.205078	   0.330858
   0.214844	   0.419988
   0.224609	   0.534614
   0.234375	   0.650667
   0.244141	   0.748487
   0.253906	   0.818458
   0.263672	   0.861548
   0.273438	   0.884542
   0.283203	   0.892026
   0.292969	   0.878756
   0.302734	   0.826250
   0.312500	   0.706099
   0.322266	   0.489935
   0.332031	   0.163212
   0.341797	  -0.262124
   0.351562	  -0.741375
   0.361328	  -1.200967
   0.371094	  -1.553055
   0.380859	  -1.717679
   0.390625	  -1.646244
   0.400391	  -1.338880
   0.410156	  -0.849465
   0.419922	  -0.275493
   0.429688	   0.265391
   0.439453	   0.665997
   0.449219	   0.858532
   0.458984	   0.833108
   0.468750	   0.639917
   0.478516	   0.374002
   0.488281	   0.146911
   0.498047	   0.053603
   0.507812	   0.144567
   0.517578	   0.411571
   0.527344	   0.791260
   0.537109	   1.185324
   0.546875	   1.490847
   0.556641	   1.631382
   0.566406	   1.579219
   0.576172	   1.362236
   0.585938	   1.053609
   0.595703	   0.748047
   0.605469	   0.532236
   0.615234	   0.458734
   0.625000	   0.531130
   0.634766	   0.704488
   0.644531	   0.900210
   0.654297	   1.030051
   0.664062	   1.021513
   0.673828	   0.836919
   0.683594	   0.480930
   0.693359	  -0.004744
   0.703125	  -0.556641
   0.712891	  -1.109160
   0.722656	  -1.611997
   0.732422	  -2.040259
   0.742188	  -2.395024
   0.751953	  -2.695484
   0.761719	  -2.966532
   0.771484	  -3.226742
   0.781250	  -3.481075
   0.791016	  -3.720489
   0.800781	  -3.927940
   0.810547	  -4.087909
   0.820312	  -4.195463
   0.830078	  -4.261181
   0.839844	  -4.309926
   0.849609	  -4.373759
   0.859375	  -4.481353
   0.869141	  -4.647545
   0.878906	  -4.866589
   0.888672	  -5.111486
   0.898438	  -5.339838
   0.908203	  -5.504705
   0.917969	  -5.567502
   0.927734	  -5.509487
   0.937500	  -5.338864
   0.947266	  -5.091748
   0.957031	  -4.826709
   0.966797	  -4.614051
   0.976562	  -4.521960
   0.986328	  -4.602092
   0.996094	  -4.877247
   1.005859	  -5.333360
   1.015625	  -5.917539
   1.025391	  -6.543052
   1.035156	  -7.101211
   1.044922	  -7.478883
   1.054688	  -7.579066
   1.064453	  -7.340834
   1.074219	  -6.754336
   1.083984	  -5.866844
   1.093750	  -4.777231
   1.103516	  -3.618676
   1.113281	  -2.532291
   1.123047	  -1.637081
   1.132812	  -1.003232
   1.142578	  -0.635602
   1.152344	  -0.472221
   1.162109	  -0.398988
   1.171875	  -0.277502
   1.181641	   0.020727
   1.191406	   0.582416
   1.201172	   1.431287
   1.210938	   2.522990
   1.220703	   3.757211
   1.230469	   5.003238
   1.240234	   6.131547
   1.250000	   7.042531
   1.259766	   7.684674
   1.269531	   8.057963
   1.279297	   8.202962
   1.289062	   8.180282
   1.298828	   8.047815
   1.308594	   7.843280
   1.318359	   7.577297
   1.328125	   7.238349
   1.337891	   6.806774
   1.347656	   6.271947
   1.357422	   5.645893
   1.367188	   4.968070
   1.376953	   4.299356
   1.386719	   3.707148
   1.396484	   3.246676
   1.406250	   2.944922
   1.416016	   2.792638
   1.425781	   2.747148
   1.435547	   2.744972
   1.445312	   2.720017
   1.455078	   2.621448
   1.464844	   2.425635
   1.474609	   2.138869
   1.484375	   1.790779
   1.494141	   1.421501
   1.503906	   1.067519
   1.513672	   0.751153
   1.523438	   0.476910
   1.533203	   0.235194
   1.542969	   0.011074
