# Time	Amplitude (cm/s/s)
   0.000000	  -0.394967
   0.009766	  -0.488911
   0.019531	  -0.605109
   0.029297	  -0.714326
   0.039062	  -0.790750
   0.048828	  -0.819571
   0.058594	  -0.800256
   0.068359	  -0.744882
   0.078125	  -0.672722
   0.087891	  -0.603373
   0.097656	  -0.551072
   0.107422	  -0.522036
   0.117188	  -0.515367
   0.126953	  -0.526588
   0.136719	  -0.551869
   0.146484	  -0.590901
   0.156250	  -0.647031
   0.166016	  -0.724578
   0.175781	  -0.824509
   0.185547	  -0.940502
   0.195312	  -1.057372
   0.205078	  -1.153050
   0.214844	  -1.203889
   0.224609	  -1.191768
   0.234375	  -1.110598
   0.244141	  -0.969871
   0.253906	  -0.793805
   0.263672	  -0.616051
   0.273438	  -0.471455
   0.283203	  -0.387340
   0.292969	  -0.376910
   0.302734	  -0.436634
   0.312500	  -0.548129
   0.322266	  -0.683596
   0.332031	  -0.812855
   0.341797	  -0.909738
   0.351562	  -0.956167
   0.361328	  -0.943313
   0.371094	  -0.870426
   0.380859	  -0.742673
   0.390625	  -0.569409
   0.400391	  -0.363712
   0.410156	  -0.142976
   0.419922	   0.070511
   0.429688	   0.250483
   0.439453	   0.370148
   0.449219	   0.408147
   0.458984	   0.355616
   0.468750	   0.221917
   0.478516	   0.036395
   0.488281	  -0.155638
   0.498047	  -0.302716
   0.507812	  -0.360722
   0.517578	  -0.306314
   0.527344	  -0.145886
   0.537109	   0.083446
   0.546875	   0.322117
   0.556641	   0.504016
   0.566406	   0.575752
   0.576172	   0.513510
   0.585938	   0.332043
   0.595703	   0.082456
   0.605469	  -0.161206
   0.615234	  -0.323027
   0.625000	  -0.347831
   0.634766	  -0.218495
   0.644531	   0.037452
   0.654297	   0.354163
   0.664062	   0.645036
   0.673828	   0.826321
   0.683594	   0.839755
   0.693359	   0.667554
   0.703125	   0.335552
   0.712891	  -0.095990
   0.722656	  -0.550589
   0.732422	  -0.956824
   0.742188	  -1.266108
   0.751953	  -1.461879
   0.761719	  -1.558205
   0.771484	  -1.589389
   0.781250	  -1.594956
   0.791016	  -1.605636
   0.800781	  -1.635083
   0.810547	  -1.679663
   0.820312	  -1.725447
   0.830078	  -1.758884
   0.839844	  -1.776331
   0.849609	  -1.788204
   0.859375	  -1.815768
   0.869141	  -1.881546
   0.878906	  -1.997066
   0.888672	  -2.152988
   0.898438	  -2.316140
   0.908203	  -2.435722
   0.917969	  -2.457669
   0.927734	  -2.343068
   0.937500	  -2.084662
   0.947266	  -1.715568
   0.957031	  -1.306469
   0.966797	  -0.950986
   0.976562	  -0.742688
   0.986328	  -0.749984
   0.996094	  -0.996061
   1.005859	  -1.449780
   1.015625	  -2.030384
   1.025391	  -2.624957
   1.035156	  -3.114030
   1.044922	  -3.398504
   1.054688	  -3.420959
   1.064453	  -3.176162
