# Time	Amplitude (cm/s/s)
   0.000000	   0.546706
   0.009766	   0.521463
   0.019531	   0.527385
   0.029297	   0.572036
   0.039062	   0.639782
   0.048828	   0.698396
   0.058594	   0.712403
   0.068359	   0.657943
   0.078125	   0.533315
   0.087891	   0.361022
   0.097656	   0.180324
   0.107422	   0.032956
   0.117188	  -0.052666
   0.126953	  -0.072718
   0.136719	  -0.050244
   0.146484	  -0.027235
   0.156250	  -0.049074
   0.166016	  -0.146895
   0.175781	  -0.324295
   0.185547	  -0.553476
   0.195312	  -0.782595
   0.205078	  -0.952084
   0.214844	  -1.014420
   0.224609	  -0.950472
   0.234375	  -0.776648
   0.244141	  -0.540194
   0.253906	  -0.304168
   0.263672	  -0.127206
   0.273438	  -0.045029
   0.283203	  -0.060010
   0.292969	  -0.142246
   0.302734	  -0.241545
   0.312500	  -0.305895
   0.322266	  -0.299798
   0.332031	  -0.216032
   0.341797	  -0.076866
   0.351562	   0.075369
   0.361328	   0.194638
   0.371094	   0.248330
   0.380859	   0.228871
   0.390625	   0.155658
   0.400391	   0.066817
   0.410156	   0.004062
   0.419922	  -0.003544
   0.429688	   0.049252
   0.439453	   0.142022
   0.449219	   0.236805
   0.458984	   0.293199
   0.468750	   0.284701
   0.478516	   0.210066
   0.488281	   0.095257
   0.498047	  -0.014966
   0.507812	  -0.072942
   0.517578	  -0.045758
   0.527344	   0.071814
   0.537109	   0.253925
   0.546875	   0.451242
   0.556641	   0.606970
   0.566406	   0.675707
   0.576172	   0.638450
   0.585938	   0.508462
   0.595703	   0.325957
   0.605469	   0.143603
   0.615234	   0.008099
   0.625000	  -0.055527
   0.634766	  -0.051324
   0.644531	  -0.009017
   0.654297	   0.028763
   0.664062	   0.023730
   0.673828	  -0.042769
   0.683594	  -0.162124
   0.693359	  -0.301305
   0.703125	  -0.415071
   0.712891	  -0.462987
   0.722656	  -0.424874
   0.732422	  -0.308896
   0.742188	  -0.149238
   0.751953	   0.005853
   0.761719	   0.111262
   0.771484	   0.141108
   0.781250	   0.097789
   0.791016	   0.010595
   0.800781	  -0.075601
   0.810547	  -0.117406
   0.820312	  -0.089375
   0.830078	   0.006272
   0.839844	   0.140350
   0.849609	   0.267643
   0.859375	   0.344064
   0.869141	   0.343641
   0.878906	   0.268957
   0.888672	   0.150985
   0.898438	   0.038207
   0.908203	  -0.021144
   0.917969	   0.002779
   0.927734	   0.109642
   0.937500	   0.268004
   0.947266	   0.425816
   0.957031	   0.528739
   0.966797	   0.539728
   0.976562	   0.452750
   0.986328	   0.295554
   0.996094	   0.120315
   1.005859	  -0.014624
   1.015625	  -0.065424
   1.025391	  -0.018389
   1.035156	   0.105103
   1.044922	   0.256242
   1.054688	   0.376319
   1.064453	   0.417875
   1.074219	   0.361850
   1.083984	   0.224514
   1.093750	   0.051647
   1.103516	  -0.097971
   1.113281	  -0.173816
   1.123047	  -0.151955
   1.132812	  -0.043807
   1.142578	   0.107834
   1.152344	   0.244103
   1.162109	   0.311149
   1.171875	   0.279386
   1.181641	   0.153945
   1.191406	  -0.027436
   1.201172	  -0.208264
   1.210938	  -0.333808
   1.220703	  -0.370785
   1.230469	  -0.319032
   1.240234	  -0.210928
   1.250000	  -0.098820
   1.259766	  -0.035130
   1.269531	  -0.052488
   1.279297	  -0.151278
   1.289062	  -0.299232
   1.298828	  -0.443306
   1.308594	  -0.529514
   1.318359	  -0.523416
   1.328125	  -0.423656
   1.337891	  -0.263402
   1.347656	  -0.098959
   1.357422	   0.010478
   1.367188	   0.024663
   1.376953	  -0.062240
   1.386719	  -0.218309
   1.396484	  -0.384066
   1.406250	  -0.492766
   1.416016	  -0.493671
   1.425781	  -0.370032
   1.435547	  -0.145391
   1.445312	   0.124081
   1.455078	   0.368508
   1.464844	   0.527788
   1.474609	   0.571346
   1.484375	   0.507242
   1.494141	   0.377576
   1.503906	   0.242080
   1.513672	   0.155953
   1.523438	   0.150033
   1.533203	   0.220420
   1.542969	   0.331159
   1.552734	   0.428782
   1.562500	   0.463212
   1.572266	   0.407234
   1.582031	   0.267336
   1.591797	   0.081958
   1.601562	  -0.092194
   1.611328	  -0.200679
   1.621094	  -0.211152
   1.630859	  -0.125197
   1.640625	   0.022151
   1.650391	   0.174988
   1.660156	   0.276579
   1.669922	   0.289496
   1.679688	   0.208507
   1.689453	   0.061581
   1.699219	  -0.101226
   1.708984	  -0.226750
   1.718750	  -0.278457
   1.728516	  -0.249595
   1.738281	  -0.164901
   1.748047	  -0.070328
   1.757812	  -0.014736
   1.767578	  -0.030491
   1.777344	  -0.120375
   1.787109	  -0.255793
   1.796875	  -0.387082
   1.806641	  -0.462128
   1.816406	  -0.446333
   1.826172	  -0.336380
   1.835938	  -0.162503
   1.845703	   0.021810
   1.855469	   0.159051
   1.865234	   0.208809
   1.875000	   0.162952
   1.884766	   0.049133
   1.894531	  -0.078873
   1.904297	  -0.160592
   1.914062	  -0.150996
   1.923828	  -0.037217
   1.933594	   0.156371
   1.943359	   0.376695
   1.953125	   0.561083
   1.962891	   0.659937
   1.972656	   0.654593
   1.982422	   0.563722
   1.992188	   0.435818
   2.001953	   0.330528
   2.011719	   0.295757
   2.021484	   0.349193
   2.031250	   0.471302
   2.041016	   0.612668
   2.050781	   0.713112
   2.060547	   0.725529
   2.070312	   0.635359
   2.080078	   0.468032
   2.089844	   0.281004
   2.099609	   0.142765
