# Time	Amplitude (cm/s/s)
   0.000000	   0.698718
   0.009766	   0.696727
   0.019531	   0.652584
   0.029297	   0.590054
   0.039062	   0.527765
   0.048828	   0.474901
   0.058594	   0.430719
   0.068359	   0.387612
   0.078125	   0.336239
   0.087891	   0.270626
   0.097656	   0.191316
   0.107422	   0.105551
   0.117188	   0.024610
   0.126953	  -0.040440
   0.136719	  -0.082814
   0.146484	  -0.102290
   0.156250	  -0.104861
   0.166016	  -0.100000
   0.175781	  -0.096741
   0.185547	  -0.100218
   0.195312	  -0.110062
   0.205078	  -0.121290
   0.214844	  -0.127245
   0.224609	  -0.123288
   0.234375	  -0.109587
   0.244141	  -0.091696
   0.253906	  -0.078510
   0.263672	  -0.078318
   0.273438	  -0.094540
   0.283203	  -0.123049
   0.292969	  -0.152483
   0.302734	  -0.167871
   0.312500	  -0.156571
   0.322266	  -0.114466
   0.332031	  -0.049998
   0.341797	   0.015849
   0.351562	   0.054217
   0.361328	   0.036670
   0.371094	  -0.055298
   0.380859	  -0.222634
   0.390625	  -0.445670
   0.400391	  -0.687058
   0.410156	  -0.900206
   0.419922	  -1.040970
   0.429688	  -1.079204
   0.439453	  -1.006708
   0.449219	  -0.839192
   0.458984	  -0.611665
   0.468750	  -0.368689
   0.478516	  -0.152491
   0.488281	   0.007520
   0.498047	   0.100828
   0.507812	   0.135988
   0.517578	   0.135294
   0.527344	   0.126047
   0.537109	   0.131424
   0.546875	   0.163857
   0.556641	   0.222756
   0.566406	   0.296840
   0.576172	   0.369756
   0.585938	   0.426697
   0.595703	   0.459571
   0.605469	   0.469046
   0.615234	   0.463028
   0.625000	   0.452510
   0.634766	   0.446574
   0.644531	   0.448557
   0.654297	   0.454759
   0.664062	   0.456031
   0.673828	   0.441425
   0.683594	   0.402333
   0.693359	   0.335445
   0.703125	   0.243373
   0.712891	   0.132842
   0.722656	   0.011315
   0.732422	  -0.116409
   0.742188	  -0.250055
   0.751953	  -0.393276
   0.761719	  -0.550678
   0.771484	  -0.723559
   0.781250	  -0.906098
   0.791016	  -1.083655
   0.800781	  -1.234174
   0.810547	  -1.332562
   0.820312	  -1.356829
   0.830078	  -1.294056
   0.839844	  -1.144263
   0.849609	  -0.920910
   0.859375	  -0.647911
   0.869141	  -0.354185
   0.878906	  -0.067578
   0.888672	   0.189917
   0.898438	   0.404301
   0.908203	   0.568784
   0.917969	   0.680936
   0.927734	   0.739384
   0.937500	   0.741759
   0.947266	   0.685001
   0.957031	   0.568040
   0.966797	   0.395721
   0.976562	   0.182140
   0.986328	  -0.048510
   0.996094	  -0.264678
   1.005859	  -0.433648
   1.015625	  -0.529635
   1.025391	  -0.541358
   1.035156	  -0.476485
   1.044922	  -0.361161
   1.054688	  -0.234261
   1.064453	  -0.137700
   1.074219	  -0.105469
   1.083984	  -0.154571
   1.093750	  -0.280544
   1.103516	  -0.458918
   1.113281	  -0.652150
   1.123047	  -0.819950
   1.132812	  -0.929939
   1.142578	  -0.965574
   1.152344	  -0.929249
   1.162109	  -0.840008
   1.171875	  -0.726961
   1.181641	  -0.620690
   1.191406	  -0.545297
   1.201172	  -0.513293
   1.210938	  -0.524372
   1.220703	  -0.567799
   1.230469	  -0.627056
   1.240234	  -0.684900
   1.250000	  -0.727228
   1.259766	  -0.744871
   1.269531	  -0.733419
   1.279297	  -0.691907
   1.289062	  -0.621478
   1.298828	  -0.524878
   1.308594	  -0.406979
   1.318359	  -0.275799
   1.328125	  -0.143064
   1.337891	  -0.023368
   1.347656	   0.068449
   1.357422	   0.121267
   1.367188	   0.131769
   1.376953	   0.107059
   1.386719	   0.064464
   1.396484	   0.028000
   1.406250	   0.022142
   1.416016	   0.064588
   1.425781	   0.160270
   1.435547	   0.298691
   1.445312	   0.455706
   1.455078	   0.599504
   1.464844	   0.699119
   1.474609	   0.732929
   1.484375	   0.694496
   1.494141	   0.593887
   1.503906	   0.454078
   1.513672	   0.303580
   1.523438	   0.167690
   1.533203	   0.061173
   1.542969	  -0.015302
   1.552734	  -0.073917
   1.562500	  -0.134170
   1.572266	  -0.214995
   1.582031	  -0.327151
   1.591797	  -0.468371
   1.601562	  -0.622749
   1.611328	  -0.764430
   1.621094	  -0.864254
   1.630859	  -0.897143
   1.640625	  -0.847903
   1.650391	  -0.713801
   1.660156	  -0.503432
   1.669922	  -0.232644
   1.679688	   0.080813
   1.689453	   0.422044
   1.699219	   0.781696
   1.708984	   1.156004
   1.718750	   1.544623
   1.728516	   1.947398
   1.738281	   2.361445
   1.748047	   2.779599
   1.757812	   3.190607
   1.767578	   3.580700
   1.777344	   3.935678
   1.787109	   4.242600
   1.796875	   4.490493
   1.806641	   4.670112
   1.816406	   4.773295
   1.826172	   4.792705
   1.835938	   4.722545
   1.845703	   4.560295
   1.855469	   4.308885
   1.865234	   3.978243
   1.875000	   3.585168
   1.884766	   3.150974
   1.894531	   2.697192
   1.904297	   2.240519
   1.914062	   1.788740
   1.923828	   1.339285
   1.933594	   0.881346
   1.943359	   0.401263
   1.953125	  -0.110322
   1.962891	  -0.651915
   1.972656	  -1.207581
   1.982422	  -1.747895
   1.992188	  -2.235499
   2.001953	  -2.633716
   2.011719	  -2.915525
   2.021484	  -3.069850
   2.031250	  -3.102939
   2.041016	  -3.034252
   2.050781	  -2.888181
   2.060547	  -2.684576
   2.070312	  -2.431598
   2.080078	  -2.123823
   2.089844	  -1.746757
   2.099609	  -1.286615
   2.109375	  -0.742172
   2.119141	  -0.134405
   2.128906	   0.490028
   2.138672	   1.063651
   2.148438	   1.510967
   2.158203	   1.766051
   2.167969	   1.790054
   2.177734	   1.583305
   2.187500	   1.188130
   2.197266	   0.681043
   2.207031	   0.156108
   2.216797	  -0.296127
   2.226562	  -0.608446
   2.236328	  -0.750276
   2.246094	  -0.731198
   2.255859	  -0.594307
   2.265625	  -0.401900
   2.275391	  -0.218009
   2.285156	  -0.092740
   2.294922	  -0.052414
   2.304688	  -0.097345
   2.314453	  -0.206635
   2.324219	  -0.347409
   2.333984	  -0.485012
   2.343750	  -0.591055
   2.353516	  -0.647544
   2.363281	  -0.647072
   2.373047	  -0.590452
   2.382812	  -0.483819
   2.392578	  -0.336856
   2.402344	  -0.162761
   2.412109	   0.020717
   2.421875	   0.190694
   2.431641	   0.320628
   2.441406	   0.384623
   2.451172	   0.364014
   2.460938	   0.254276
   2.470703	   0.069632
   2.480469	  -0.157039
   2.490234	  -0.380038
   2.500000	  -0.551563
   2.509766	  -0.634543
   2.519531	  -0.613718
   2.529297	  -0.501245
   2.539062	  -0.334558
   2.548828	  -0.166586
   2.558594	  -0.050923
   2.568359	  -0.026296
   2.578125	  -0.105123
   2.587891	  -0.269772
   2.597656	  -0.477799
   2.607422	  -0.674577
   2.617188	  -0.809436
   2.626953	  -0.850293
   2.636719	  -0.792336
   2.646484	  -0.658270
   2.656250	  -0.490412
   2.666016	  -0.337467
   2.675781	  -0.240403
   2.685547	  -0.221868
   2.695312	  -0.282171
   2.705078	  -0.402444
   2.714844	  -0.553187
   2.724609	  -0.704680
   2.734375	  -0.835434
   2.744141	  -0.935888
   2.753906	  -1.006572
   2.763672	  -1.052168
   2.773438	  -1.074422
   2.783203	  -1.067242
   2.792969	  -1.016349
   2.802734	  -0.903919
   2.812500	  -0.716629
   2.822266	  -0.453955
   2.832031	  -0.133330
   2.841797	   0.210289
   2.851562	   0.530903
   2.861328	   0.782276
   2.871094	   0.929713
   2.880859	   0.959007
