# Time	Amplitude (cm/s/s)
   0.000000	  -0.171733
   0.009766	  -0.257169
   0.019531	  -0.341840
   0.029297	  -0.421151
   0.039062	  -0.487565
   0.048828	  -0.533795
   0.058594	  -0.555693
   0.068359	  -0.553749
   0.078125	  -0.532689
   0.087891	  -0.499449
   0.097656	  -0.460450
   0.107422	  -0.419334
   0.117188	  -0.376125
   0.126953	  -0.328192
   0.136719	  -0.272618
   0.146484	  -0.209003
   0.156250	  -0.141446
   0.166016	  -0.078732
   0.175781	  -0.032390
   0.185547	  -0.013057
   0.195312	  -0.026356
   0.205078	  -0.069716
   0.214844	  -0.131416
   0.224609	  -0.192435
   0.234375	  -0.230791
   0.244141	  -0.227202
   0.253906	  -0.170418
   0.263672	  -0.060584
   0.273438	   0.090396
   0.283203	   0.261669
   0.292969	   0.428603
   0.302734	   0.568814
   0.312500	   0.667320
   0.322266	   0.719407
   0.332031	   0.730521
   0.341797	   0.713413
   0.351562	   0.683555
   0.361328	   0.654266
   0.371094	   0.632975
   0.380859	   0.619579
   0.390625	   0.607154
   0.400391	   0.584579
   0.410156	   0.540127
   0.419922	   0.464914
   0.429688	   0.355332
   0.439453	   0.213958
   0.449219	   0.048972
   0.458984	  -0.127512
   0.468750	  -0.301620
   0.478516	  -0.459842
   0.488281	  -0.590766
   0.498047	  -0.686286
   0.507812	  -0.742339
   0.517578	  -0.759249
   0.527344	  -0.741697
   0.537109	  -0.698228
   0.546875	  -0.640169
   0.556641	  -0.579877
   0.566406	  -0.528453
   0.576172	  -0.493287
   0.585938	  -0.476034
   0.595703	  -0.471619
   0.605469	  -0.468762
   0.615234	  -0.452118
   0.625000	  -0.405673
   0.634766	  -0.316635
   0.644531	  -0.178857
   0.654297	   0.005134
   0.664062	   0.224040
   0.673828	   0.459672
   0.683594	   0.690281
   0.693359	   0.894454
   0.703125	   1.054584
   0.712891	   1.159104
   0.722656	   1.203132
   0.732422	   1.187672
   0.742188	   1.117901
   0.751953	   1.001294
   0.761719	   0.846213
   0.771484	   0.661281
   0.781250	   0.455496
   0.791016	   0.238670
   0.800781	   0.021686
   0.810547	  -0.183849
   0.820312	  -0.366681
   0.830078	  -0.517490
   0.839844	  -0.630484
   0.849609	  -0.704442
   0.859375	  -0.742779
   0.869141	  -0.752558
   0.878906	  -0.742719
   0.888672	  -0.722067
   0.898438	  -0.697641
   0.908203	  -0.673901
   0.917969	  -0.652847
   0.927734	  -0.634827
   0.937500	  -0.619537
   0.947266	  -0.606673
   0.957031	  -0.595907
   0.966797	  -0.586216
   0.976562	  -0.574918
   0.986328	  -0.557031
   0.996094	  -0.525490
   1.005859	  -0.472484
   1.015625	  -0.391710
   1.025391	  -0.280908
   1.035156	  -0.143776
   1.044922	   0.009550
   1.054688	   0.163887
   1.064453	   0.302117
   1.074219	   0.409232
   1.083984	   0.476162
   1.093750	   0.502179
   1.103516	   0.495071
   1.113281	   0.468947
   1.123047	   0.440264
   1.132812	   0.423290
   1.142578	   0.426364
   1.152344	   0.450090
   1.162109	   0.487955
   1.171875	   0.529078
   1.181641	   0.562078
   1.191406	   0.578752
   1.201172	   0.576324
   1.210938	   0.557594
   1.220703	   0.529078
   1.230469	   0.497932
   1.240234	   0.468889
   1.250000	   0.442404
