# Time	Amplitude (cm/s/s)
   0.000000	   0.204471
   0.009766	   0.216499
   0.019531	   0.210383
   0.029297	   0.192124
   0.039062	   0.167869
   0.048828	   0.141605
   0.058594	   0.114037
   0.068359	   0.083036
   0.078125	   0.045446
   0.087891	  -0.000471
   0.097656	  -0.052973
   0.107422	  -0.106064
   0.117188	  -0.150527
   0.126953	  -0.176602
   0.136719	  -0.177549
   0.146484	  -0.152885
   0.156250	  -0.110087
   0.166016	  -0.063908
   0.175781	  -0.033208
   0.185547	  -0.035963
   0.195312	  -0.083833
   0.205078	  -0.177904
   0.214844	  -0.307027
   0.224609	  -0.449496
   0.234375	  -0.577870
   0.244141	  -0.665779
   0.253906	  -0.694925
   0.263672	  -0.660306
   0.273438	  -0.572128
   0.283203	  -0.453706
   0.292969	  -0.335795
   0.302734	  -0.248767
   0.312500	  -0.214705
   0.322266	  -0.241545
   0.332031	  -0.320877
   0.341797	  -0.430049
   0.351562	  -0.538058
   0.361328	  -0.613711
   0.371094	  -0.633892
   0.380859	  -0.589794
   0.390625	  -0.489481
   0.400391	  -0.356123
   0.410156	  -0.222385
   0.419922	  -0.122426
   0.429688	  -0.083546
   0.439453	  -0.119580
   0.449219	  -0.227621
   0.458984	  -0.388811
   0.468750	  -0.572861
   0.478516	  -0.745086
   0.488281	  -0.874156
   0.498047	  -0.938681
   0.507812	  -0.931130
   0.517578	  -0.858310
   0.527344	  -0.738532
   0.537109	  -0.596371
   0.546875	  -0.456461
   0.556641	  -0.337891
   0.566406	  -0.250499
   0.576172	  -0.193798
   0.585938	  -0.158556
   0.595703	  -0.130407
   0.605469	  -0.094433
   0.615234	  -0.039513
   0.625000	   0.038584
   0.634766	   0.135968
   0.644531	   0.241376
   0.654297	   0.338526
   0.664062	   0.409390
   0.673828	   0.437614
   0.683594	   0.411391
   0.693359	   0.325370
   0.703125	   0.181442
   0.712891	  -0.011489
   0.722656	  -0.238542
   0.732422	  -0.480438
   0.742188	  -0.715454
   0.751953	  -0.921649
   0.761719	  -1.079281
   0.771484	  -1.173272
