# Time	Amplitude (cm/s/s)
   0.000000	  -0.062460
   0.009766	  -0.330607
   0.019531	  -0.539597
   0.029297	  -0.653970
   0.039062	  -0.661617
   0.048828	  -0.575656
   0.058594	  -0.429276
   0.068359	  -0.265165
   0.078125	  -0.122694
   0.087891	  -0.026682
   0.097656	   0.018962
   0.107422	   0.030883
   0.117188	   0.039408
   0.126953	   0.077290
   0.136719	   0.167540
   0.146484	   0.314082
   0.156250	   0.498180
   0.166016	   0.681879
   0.175781	   0.817638
   0.185547	   0.861500
   0.195312	   0.786018
   0.205078	   0.589194
   0.214844	   0.296698
   0.224609	  -0.043433
   0.234375	  -0.372338
   0.244141	  -0.635017
   0.253906	  -0.794138
   0.263672	  -0.839115
   0.273438	  -0.787903
   0.283203	  -0.680959
   0.292969	  -0.569023
   0.302734	  -0.498124
   0.312500	  -0.496060
   0.322266	  -0.564197
   0.332031	  -0.677005
   0.341797	  -0.789566
   0.351562	  -0.851017
   0.361328	  -0.820177
   0.371094	  -0.678921
   0.380859	  -0.439420
   0.390625	  -0.143049
   0.400391	   0.148919
   0.410156	   0.370391
   0.419922	   0.467222
   0.429688	   0.411075
   0.439453	   0.206590
   0.449219	  -0.110076
   0.458984	  -0.480810
   0.468750	  -0.840456
   0.478516	  -1.132831
   0.488281	  -1.323402
   0.498047	  -1.405240
   0.507812	  -1.396902
   0.517578	  -1.333285
   0.527344	  -1.252557
   0.537109	  -1.183294
   0.546875	  -1.135776
   0.556641	  -1.099984
   0.566406	  -1.050674
   0.576172	  -0.957690
   0.585938	  -0.798061
   0.595703	  -0.565941
   0.605469	  -0.277177
   0.615234	   0.032925
   0.625000	   0.317923
   0.634766	   0.532000
   0.644531	   0.641503
   0.654297	   0.632737
   0.664062	   0.513793
   0.673828	   0.310145
   0.683594	   0.055766
   0.693359	  -0.217104
   0.703125	  -0.486098
   0.712891	  -0.742159
   0.722656	  -0.987425
   0.732422	  -1.228641
   0.742188	  -1.468846
   0.751953	  -1.700662
   0.761719	  -1.904028
   0.771484	  -2.049649
   0.781250	  -2.107397
   0.791016	  -2.057041
   0.800781	  -1.897657
   0.810547	  -1.652260
   0.820312	  -1.365526
   0.830078	  -1.094653
   0.839844	  -0.895597
   0.849609	  -0.808558
   0.859375	  -0.846972
   0.869141	  -0.993434
   0.878906	  -1.203936
   0.888672	  -1.419375
   0.898438	  -1.581124
   0.908203	  -1.646206
   0.917969	  -1.597776
   0.927734	  -1.447996
   0.937500	  -1.232714
   0.947266	  -0.999739
   0.957031	  -0.794420
   0.966797	  -0.646863
   0.976562	  -0.564564
   0.986328	  -0.532425
   0.996094	  -0.519879
   1.005859	  -0.492655
   1.015625	  -0.425399
   1.025391	  -0.311218
   1.035156	  -0.165252
   1.044922	  -0.021253
   1.054688	   0.077684
   1.064453	   0.091402
   1.074219	  -0.005709
   1.083984	  -0.217129
   1.093750	  -0.522748
   1.103516	  -0.883730
   1.113281	  -1.252114
   1.123047	  -1.582198
   1.132812	  -1.840426
   1.142578	  -2.011051
   1.152344	  -2.096216
   1.162109	  -2.110804
   1.171875	  -2.073949
   1.181641	  -2.000028
   1.191406	  -1.892068
   1.201172	  -1.739750
   1.210938	  -1.522812
   1.220703	  -1.219042
   1.230469	  -0.814675
   1.240234	  -0.314172
   1.250000	   0.253673
   1.259766	   0.835527
   1.269531	   1.360079
   1.279297	   1.750482
   1.289062	   1.940231
   1.298828	   1.888971
   1.308594	   1.594420
   1.318359	   1.097249
   1.328125	   0.477153
   1.337891	  -0.159683
   1.347656	  -0.699519
   1.357422	  -1.042578
   1.367188	  -1.122498
   1.376953	  -0.919374
   1.386719	  -0.463340
   1.396484	   0.172189
   1.406250	   0.886089
   1.416016	   1.570228
   1.425781	   2.130356
   1.435547	   2.502267
   1.445312	   2.659553
   1.455078	   2.611605
   1.464844	   2.393199
   1.474609	   2.049285
   1.484375	   1.619961
   1.494141	   1.130380
   1.503906	   0.588754
   1.513672	  -0.007038
   1.523438	  -0.656630
   1.533203	  -1.342808
   1.542969	  -2.021132
   1.552734	  -2.618249
   1.562500	  -3.041126
   1.572266	  -3.196085
   1.582031	  -3.013184
   1.591797	  -2.469280
   1.601562	  -1.602725
   1.611328	  -0.514352
   1.621094	   0.647121
   1.630859	   1.712887
   1.640625	   2.528814
   1.650391	   2.988610
   1.660156	   3.056782
   1.669922	   2.775181
   1.679688	   2.251094
   1.689453	   1.629740
   1.699219	   1.058214
   1.708984	   0.650298
   1.718750	   0.461281
   1.728516	   0.479228
   1.738281	   0.634571
   1.748047	   0.824880
   1.757812	   0.947525
   1.767578	   0.930881
   1.777344	   0.755272
   1.787109	   0.457906
   1.796875	   0.120659
   1.806641	  -0.155564
   1.816406	  -0.282340
   1.826172	  -0.211989
   1.835938	   0.045613
   1.845703	   0.422555
   1.855469	   0.809072
   1.865234	   1.082012
   1.875000	   1.137848
   1.884766	   0.921231
   1.894531	   0.441359
   1.904297	  -0.228252
   1.914062	  -0.966493
   1.923828	  -1.633424
   1.933594	  -2.103473
   1.943359	  -2.294480
   1.953125	  -2.185262
   1.962891	  -1.817576
   1.972656	  -1.282547
   1.982422	  -0.695650
   1.992188	  -0.167214
   2.001953	   0.223729
   2.011719	   0.445580
   2.021484	   0.516550
   2.031250	   0.493360
   2.041016	   0.449979
   2.050781	   0.452695
   2.060547	   0.538620
   2.070312	   0.703582
   2.080078	   0.902683
   2.089844	   1.063265
   2.099609	   1.106606
   2.109375	   0.972321
   2.119141	   0.638659
   2.128906	   0.133002
   2.138672	  -0.470558
   2.148438	  -1.066252
   2.158203	  -1.540643
   2.167969	  -1.799563
   2.177734	  -1.791129
   2.187500	  -1.518918
   2.197266	  -1.041897
   2.207031	  -0.461008
   2.216797	   0.104268
   2.226562	   0.543590
   2.236328	   0.780829
   2.246094	   0.790437
   2.255859	   0.601251
   2.265625	   0.287077
   2.275391	  -0.053281
   2.285156	  -0.321304
   2.294922	  -0.442899
   2.304688	  -0.385404
   2.314453	  -0.163401
   2.324219	   0.167715
   2.333984	   0.528370
   2.343750	   0.836986
   2.353516	   1.031775
   2.363281	   1.086430
   2.373047	   1.015740
   2.382812	   0.869820
   2.392578	   0.718709
   2.402344	   0.631537
   2.412109	   0.655947
   2.421875	   0.803300
   2.431641	   1.043755
   2.441406	   1.312679
   2.451172	   1.526935
   2.460938	   1.606926
   2.470703	   1.498727
   2.480469	   1.190467
   2.490234	   0.718470
   2.500000	   0.161217
   2.509766	  -0.377755
   2.519531	  -0.793991
   2.529297	  -1.007368
   2.539062	  -0.982080
   2.548828	  -0.736148
   2.558594	  -0.337834
   2.568359	   0.110397
   2.578125	   0.496473
   2.587891	   0.725702
   2.597656	   0.743267
   2.607422	   0.546439
   2.617188	   0.183364
   2.626953	  -0.261155
   2.636719	  -0.688966
   2.646484	  -1.014577
   2.656250	  -1.186684
   2.666016	  -1.199337
   2.675781	  -1.089728
   2.685547	  -0.923468
   2.695312	  -0.771815
   2.705078	  -0.687752
   2.714844	  -0.688193
   2.724609	  -0.747870
   2.734375	  -0.807003
   2.744141	  -0.790688
   2.753906	  -0.634296
   2.763672	  -0.307161
   2.773438	   0.172918
   2.783203	   0.739272
   2.792969	   1.290884
   2.802734	   1.718145
   2.812500	   1.932685
   2.822266	   1.892661
   2.832031	   1.615967
   2.841797	   1.177251
   2.851562	   0.689233
   2.861328	   0.273460
   2.871094	   0.028685
   2.880859	   0.005798
   2.890625	   0.196293
   2.900391	   0.537270
   2.910156	   0.931119
   2.919922	   1.273850
   2.929688	   1.483625
   2.939453	   1.521316
   2.949219	   1.397510
   2.958984	   1.164667
   2.968750	   0.897599
   2.978516	   0.668816
   2.988281	   0.526535
   2.998047	   0.481924
   3.007812	   0.508991
   3.017578	   0.556408
   3.027344	   0.566869
   3.037109	   0.497423
   3.046875	   0.334208
   3.056641	   0.097123
   3.066406	  -0.166670
   3.076172	  -0.397899
   3.085938	  -0.543870
   3.095703	  -0.574691
   3.105469	  -0.492078
   3.115234	  -0.328369
   3.125000	  -0.136519
   3.134766	   0.025428
   3.144531	   0.110444
   3.154297	   0.094435
   3.164062	  -0.019125
   3.173828	  -0.202485
   3.183594	  -0.413065
   3.193359	  -0.605659
   3.203125	  -0.743648
   3.212891	  -0.806301
   3.222656	  -0.790893
   3.232422	  -0.710131
   3.242188	  -0.586659
   3.251953	  -0.446887
   3.261719	  -0.315935
   3.271484	  -0.214531
   3.281250	  -0.157670
   3.291016	  -0.154182
   3.300781	  -0.206316
   3.310547	  -0.308974
   3.320312	  -0.448965
   3.330078	  -0.605217
   3.339844	  -0.750919
   3.349609	  -0.857980
   3.359375	  -0.903188
   3.369141	  -0.874473
   3.378906	  -0.775121
   3.388672	  -0.624096
   3.398438	  -0.451685
   3.408203	  -0.291266
   3.417969	  -0.169523
   3.427734	  -0.098236
   3.437500	  -0.070592
   3.447266	  -0.063592
   3.457031	  -0.046150
   3.466797	   0.009584
   3.476562	   0.117462
   3.486328	   0.270948
   3.496094	   0.443601
   3.505859	   0.596647
   3.515625	   0.691341
   3.525391	   0.702008
   3.535156	   0.625223
   3.544922	   0.481746
   3.554688	   0.310245
   3.564453	   0.154730
   3.574219	   0.049913
   3.583984	   0.009606
   3.593750	   0.022380
   3.603516	   0.056245
   3.613281	   0.070950
   3.623047	   0.033703
   3.632812	  -0.067263
   3.642578	  -0.216331
   3.652344	  -0.373996
   3.662109	  -0.489442
   3.671875	  -0.518187
   3.681641	  -0.438751
   3.691406	  -0.262444
   3.701172	  -0.032529
   3.710938	   0.187425
   3.720703	   0.332422
   3.730469	   0.355994
   3.740234	   0.244541
   3.750000	   0.021196
   3.759766	  -0.262153
   3.769531	  -0.541933
   3.779297	  -0.763186
   3.789062	  -0.896059
   3.798828	  -0.942789
   3.808594	  -0.932854
   3.818359	  -0.908210
   3.828125	  -0.904143
   3.837891	  -0.932981
   3.847656	  -0.976991
   3.857422	  -0.993590
   3.867188	  -0.931519
   3.876953	  -0.752521
   3.886719	  -0.450711
   3.896484	  -0.062232
   3.906250	   0.339201
   3.916016	   0.660496
   3.925781	   0.815996
   3.935547	   0.754505
   3.945312	   0.477633
   3.955078	   0.043101
   3.964844	  -0.448711
   3.974609	  -0.881268
   3.984375	  -1.153503
   3.994141	  -1.206918
   4.003906	  -1.039951
   4.013672	  -0.705491
   4.023438	  -0.292795
   4.033203	   0.100051
   4.042969	   0.394192
   4.052734	   0.549887
   4.062500	   0.572503
   4.072266	   0.503790
   4.082031	   0.402408
   4.091797	   0.321073
   4.101562	   0.288367
   4.111328	   0.301155
   4.121094	   0.329591
   4.130859	   0.332106
   4.140625	   0.274392
   4.150391	   0.145224
   4.160156	  -0.036668
   4.169922	  -0.227046
   4.179688	  -0.370191
   4.189453	  -0.417445
   4.199219	  -0.343714
   4.208984	  -0.156335
   4.218750	   0.106516
   4.228516	   0.386965
   4.238281	   0.624071
   4.248047	   0.770299
   4.257812	   0.802668
   4.267578	   0.725636
   4.277344	   0.565882
   4.287109	   0.361851
   4.296875	   0.152332
   4.306641	  -0.032039
   4.316406	  -0.172230
   4.326172	  -0.259519
   4.335938	  -0.291722
   4.345703	  -0.269893
   4.355469	  -0.197688
   4.365234	  -0.083659
   4.375000	   0.055275
   4.384766	   0.192179
   4.394531	   0.292982
   4.404297	   0.324780
   4.414062	   0.267749
   4.423828	   0.126465
   4.433594	  -0.064544
   4.443359	  -0.245061
   4.453125	  -0.344116
   4.462891	  -0.302386
   4.472656	  -0.095188
   4.482422	   0.252299
   4.492188	   0.664516
   4.501953	   1.032388
   4.511719	   1.244315
   4.521484	   1.222560
   4.531250	   0.953232
   4.541016	   0.498812
   4.550781	  -0.013019
   4.560547	  -0.423119
   4.570312	  -0.588221
   4.580078	  -0.427532
   4.589844	   0.046749
   4.599609	   0.726184
   4.609375	   1.433086
   4.619141	   1.970950
   4.628906	   2.183412
   4.638672	   2.003242
   4.648438	   1.475244
   4.658203	   0.744785
   4.667969	   0.014587
   4.677734	  -0.517093
   4.687500	  -0.717346
   4.697266	  -0.558815
   4.707031	  -0.125907
   4.716797	   0.415292
   4.726562	   0.873647
   4.736328	   1.097427
   4.746094	   1.024939
   4.755859	   0.704143
   4.765625	   0.274340
   4.775391	  -0.084093
   4.785156	  -0.214909
   4.794922	  -0.043668
   4.804688	   0.392410
   4.814453	   0.953517
   4.824219	   1.443156
   4.833984	   1.676009
   4.843750	   1.544935
   4.853516	   1.064030
