# Time	Amplitude (cm/s/s)
   0.000000	   2.966202
   0.009766	   1.835990
   0.019531	   0.915898
   0.029297	   0.257499
   0.039062	  -0.146091
   0.048828	  -0.344449
   0.058594	  -0.406244
   0.068359	  -0.395104
   0.078125	  -0.351714
   0.087891	  -0.286597
   0.097656	  -0.184626
   0.107422	  -0.018836
   0.117188	   0.231531
   0.126953	   0.564873
   0.136719	   0.948395
   0.146484	   1.319755
   0.156250	   1.599185
   0.166016	   1.708950
   0.175781	   1.594694
   0.185547	   1.242491
   0.195312	   0.686367
   0.205078	   0.003597
   0.214844	  -0.701590
   0.224609	  -1.321951
   0.234375	  -1.772572
   0.244141	  -2.010692
   0.253906	  -2.044414
   0.263672	  -1.927596
   0.273438	  -1.742016
   0.283203	  -1.571597
   0.292969	  -1.475867
   0.302734	  -1.470320
   0.312500	  -1.519640
   0.322266	  -1.546214
   0.332031	  -1.452009
   0.341797	  -1.147939
   0.351562	  -0.582431
   0.361328	   0.239143
   0.371094	   1.250088
   0.380859	   2.334791
   0.390625	   3.354742
   0.400391	   4.180985
   0.410156	   4.723787
   0.419922	   4.951020
   0.429688	   4.890044
   0.439453	   4.612776
   0.449219	   4.208744
   0.458984	   3.754650
   0.468750	   3.290069
   0.478516	   2.807112
   0.488281	   2.257522
   0.498047	   1.575139
   0.507812	   0.706668
   0.517578	  -0.359305
   0.527344	  -1.574910
   0.537109	  -2.833849
   0.546875	  -3.991658
   0.556641	  -4.900476
   0.566406	  -5.448663
   0.576172	  -5.593592
   0.585938	  -5.377416
   0.595703	  -4.920211
   0.605469	  -4.391278
   0.615234	  -3.965729
   0.625000	  -3.777922
   0.634766	  -3.884449
   0.644531	  -4.246978
   0.654297	  -4.739891
   0.664062	  -5.180919
   0.673828	  -5.376822
   0.683594	  -5.172195
   0.693359	  -4.488911
   0.703125	  -3.346448
   0.712891	  -1.858636
   0.722656	  -0.208547
   0.732422	   1.391300
   0.742188	   2.743078
   0.751953	   3.701457
   0.761719	   4.196906
   0.771484	   4.240668
   0.781250	   3.912422
   0.791016	   3.335728
   0.800781	   2.648538
   0.810547	   1.976137
   0.820312	   1.412014
   0.830078	   1.009230
   0.839844	   0.781755
   0.849609	   0.712925
   0.859375	   0.767082
   0.869141	   0.900708
   0.878906	   1.070606
   0.888672	   1.238314
   0.898438	   1.371386
   0.908203	   1.443058
   0.917969	   1.431878
   0.927734	   1.322384
   0.937500	   1.107048
   0.947266	   0.788902
   0.957031	   0.383753
   0.966797	  -0.079151
   0.976562	  -0.558818
   0.986328	  -1.006751
   0.996094	  -1.373305
   1.005859	  -1.615156
   1.015625	  -1.702583
   1.025391	  -1.625183
   1.035156	  -1.394832
   1.044922	  -1.045084
   1.054688	  -0.626765
   1.064453	  -0.200206
   1.074219	   0.174740
   1.083984	   0.449107
   1.093750	   0.593538
   1.103516	   0.603241
   1.113281	   0.497744
   1.123047	   0.315077
   1.132812	   0.101414
   1.142578	  -0.101458
   1.152344	  -0.267624
   1.162109	  -0.394165
   1.171875	  -0.501537
   1.181641	  -0.626521
   1.191406	  -0.809197
   1.201172	  -1.077330
   1.210938	  -1.432677
   1.220703	  -1.843614
   1.230469	  -2.246982
   1.240234	  -2.559638
   1.250000	  -2.697335
   1.259766	  -2.596268
   1.269531	  -2.231476
   1.279297	  -1.626839
   1.289062	  -0.853445
   1.298828	  -0.016197
   1.308594	   0.768272
   1.318359	   1.396855
   1.328125	   1.802008
   1.337891	   1.965013
   1.347656	   1.917331
   1.357422	   1.730127
   1.367188	   1.495148
   1.376953	   1.302224
   1.386719	   1.219221
   1.396484	   1.279145
   1.406250	   1.476827
   1.416016	   1.774805
   1.425781	   2.115681
   1.435547	   2.436848
   1.445312	   2.683529
   1.455078	   2.817249
   1.464844	   2.818715
   1.474609	   2.685982
   1.484375	   2.430029
   1.494141	   2.070177
   1.503906	   1.631155
   1.513672	   1.142399
   1.523438	   0.638835
   1.533203	   0.161551
   1.542969	  -0.243412
   1.552734	  -0.529246
   1.562500	  -0.655485
   1.572266	  -0.596726
   1.582031	  -0.350764
   1.591797	   0.056300
   1.601562	   0.569881
   1.611328	   1.112460
   1.621094	   1.594304
   1.630859	   1.927577
   1.640625	   2.041279
   1.650391	   1.894263
   1.660156	   1.483953
   1.669922	   0.849167
   1.679688	   0.066441
   1.689453	  -0.759802
   1.699219	  -1.511965
   1.708984	  -2.076937
   1.718750	  -2.364191
   1.728516	  -2.321550
   1.738281	  -1.945837
   1.748047	  -1.286114
   1.757812	  -0.438148
   1.767578	   0.469782
   1.777344	   1.297922
   1.787109	   1.919409
   1.796875	   2.243347
   1.806641	   2.231744
   1.816406	   1.906412
   1.826172	   1.343931
   1.835938	   0.659471
   1.845703	  -0.017117
   1.855469	  -0.567566
   1.865234	  -0.907836
   1.875000	  -1.002080
   1.884766	  -0.865130
   1.894531	  -0.553657
   1.904297	  -0.149038
   1.914062	   0.263146
   1.923828	   0.611570
   1.933594	   0.851264
   1.943359	   0.967247
   1.953125	   0.970230
   1.962891	   0.887121
   1.972656	   0.750167
   1.982422	   0.588324
   1.992188	   0.423026
   2.001953	   0.268517
   2.011719	   0.135127
   2.021484	   0.032856
   2.031250	  -0.027163
   2.041016	  -0.034536
   2.050781	   0.015679
   2.060547	   0.117515
   2.070312	   0.250666
   2.080078	   0.381457
   2.089844	   0.469082
   2.099609	   0.475965
   2.109375	   0.379343
   2.119141	   0.180232
   2.128906	  -0.093561
   2.138672	  -0.392087
   2.148438	  -0.654836
   2.158203	  -0.826222
   2.167969	  -0.870487
   2.177734	  -0.781530
   2.187500	  -0.584601
   2.197266	  -0.329260
   2.207031	  -0.075686
   2.216797	   0.121535
   2.226562	   0.227347
   2.236328	   0.233880
   2.246094	   0.159926
   2.255859	   0.042935
   2.265625	  -0.073522
   2.275391	  -0.152631
   2.285156	  -0.173616
   2.294922	  -0.134957
   2.304688	  -0.051260
   2.314453	   0.054386
   2.324219	   0.159424
   2.333984	   0.248963
   2.343750	   0.318787
   2.353516	   0.373770
   2.363281	   0.422916
   2.373047	   0.473438
   2.382812	   0.526384
   2.392578	   0.575493
   2.402344	   0.609511
   2.412109	   0.616805
   2.421875	   0.590205
   2.431641	   0.530071
   2.441406	   0.444422
   2.451172	   0.346278
   2.460938	   0.249563
   2.470703	   0.165461
   2.480469	   0.100840
   2.490234	   0.059292
   2.500000	   0.044004
   2.509766	   0.060625
   2.519531	   0.118078
   2.529297	   0.225992
   2.539062	   0.388946
   2.548828	   0.599401
   2.558594	   0.832380
   2.568359	   1.044971
   2.578125	   1.182557
   2.587891	   1.191359
   2.597656	   1.034473
   2.607422	   0.706647
   2.617188	   0.242678
   2.626953	  -0.284400
   2.636719	  -0.776347
   2.646484	  -1.131508
   2.656250	  -1.269894
   2.666016	  -1.154568
   2.675781	  -0.802966
   2.685547	  -0.284413
   2.695312	   0.295970
   2.705078	   0.822737
   2.714844	   1.197961
   2.724609	   1.363693
   2.734375	   1.312968
   2.744141	   1.086770
   2.753906	   0.758587
   2.763672	   0.411788
   2.773438	   0.116913
   2.783203	  -0.084493
   2.792969	  -0.185365
   2.802734	  -0.207448
   2.812500	  -0.187616
   2.822266	  -0.161612
   2.832031	  -0.150997
   2.841797	  -0.157446
   2.851562	  -0.165584
   2.861328	  -0.152384
   2.871094	  -0.098901
   2.880859	   0.000449
   2.890625	   0.134633
   2.900391	   0.279812
   2.910156	   0.408498
   2.919922	   0.500225
   2.929688	   0.549399
   2.939453	   0.567099
   2.949219	   0.575996
   2.958984	   0.600233
   2.968750	   0.654153
   2.978516	   0.734288
   2.988281	   0.817956
   2.998047	   0.869400
   3.007812	   0.851656
   3.017578	   0.740137
   3.027344	   0.533192
   3.037109	   0.255801
   3.046875	  -0.045123
   3.056641	  -0.312519
   3.066406	  -0.494376
   3.076172	  -0.557551
   3.085938	  -0.496005
   3.095703	  -0.331184
   3.105469	  -0.104917
   3.115234	   0.132424
   3.125000	   0.334495
   3.134766	   0.468462
   3.144531	   0.519096
   3.154297	   0.487357
   3.164062	   0.385303
   3.173828	   0.230214
   3.183594	   0.040546
   3.193359	  -0.165015
   3.203125	  -0.365963
   3.212891	  -0.537900
   3.222656	  -0.652516
   3.232422	  -0.681351
   3.242188	  -0.603289
   3.251953	  -0.413710
   3.261719	  -0.131766
   3.271484	   0.197840
   3.281250	   0.510809
   3.291016	   0.736640
   3.300781	   0.816353
   3.310547	   0.719444
   3.320312	   0.454573
   3.330078	   0.070010
   3.339844	  -0.357082
   3.349609	  -0.739889
   3.359375	  -1.004185
   3.369141	  -1.106881
   3.378906	  -1.045267
   3.388672	  -0.854299
   3.398438	  -0.593169
   3.408203	  -0.325920
   3.417969	  -0.102712
   3.427734	   0.052064
   3.437500	   0.141241
   3.447266	   0.186110
   3.457031	   0.211417
   3.466797	   0.230309
   3.476562	   0.235402
   3.486328	   0.199775
   3.496094	   0.087877
   3.505859	  -0.127574
   3.515625	  -0.449177
   3.525391	  -0.845597
   3.535156	  -1.253866
