# Time	Amplitude (cm/s/s)
   0.000000	  -2.797577
   0.009766	  -1.655637
   0.019531	  -0.732901
   0.029297	  -0.076177
   0.039062	   0.322328
   0.048828	   0.506983
   0.058594	   0.536421
   0.068359	   0.463735
   0.078125	   0.324173
   0.087891	   0.132373
   0.097656	  -0.111840
   0.107422	  -0.412408
   0.117188	  -0.765135
   0.126953	  -1.149017
   0.136719	  -1.523595
   0.146484	  -1.833184
   0.156250	  -2.016891
   0.166016	  -2.021845
   0.175781	  -1.816241
   0.185547	  -1.398824
   0.195312	  -0.802209
   0.205078	  -0.088793
   0.214844	   0.660325
   0.224609	   1.361273
   0.234375	   1.944702
   0.244141	   2.370283
   0.253906	   2.634511
   0.263672	   2.769245
   0.273438	   2.830619
   0.283203	   2.880565
   0.292969	   2.965538
   0.302734	   3.098417
   0.312500	   3.249314
   0.322266	   3.349106
   0.332031	   3.306109
   0.341797	   3.032424
   0.351562	   2.473096
   0.361328	   1.629634
   0.371094	   0.570168
   0.380859	  -0.578240
   0.390625	  -1.654684
   0.400391	  -2.501231
   0.410156	  -3.001777
   0.419922	  -3.111959
   0.429688	  -2.870990
   0.439453	  -2.391126
   0.449219	  -1.826900
   0.458984	  -1.332352
   0.468750	  -1.018439
   0.478516	  -0.923197
   0.488281	  -1.003777
   0.498047	  -1.153110
   0.507812	  -1.236564
   0.517578	  -1.137647
   0.527344	  -0.798845
   0.537109	  -0.244752
   0.546875	   0.420150
   0.556641	   1.039099
   0.566406	   1.448297
   0.576172	   1.526396
   0.585938	   1.233249
   0.595703	   0.625835
   0.605469	  -0.154100
   0.615234	  -0.917776
   0.625000	  -1.482034
   0.634766	  -1.721870
   0.644531	  -1.607719
   0.654297	  -1.216612
   0.664062	  -0.713747
   0.673828	  -0.309347
   0.683594	  -0.202494
   0.693359	  -0.527061
   0.703125	  -1.314012
   0.712891	  -2.479576
   0.722656	  -3.841776
   0.732422	  -5.160316
   0.742188	  -6.189254
   0.751953	  -6.729301
   0.761719	  -6.667670
   0.771484	  -5.997348
   0.781250	  -4.813250
   0.791016	  -3.288302
   0.800781	  -1.636617
   0.810547	  -0.072808
   0.820312	   1.223978
   0.830078	   2.135088
   0.839844	   2.613432
   0.849609	   2.680847
   0.859375	   2.414482
   0.869141	   1.926353
   0.878906	   1.340576
   0.888672	   0.772306
   0.898438	   0.311486
   0.908203	   0.013300
   0.917969	  -0.103988
   0.927734	  -0.054363
   0.937500	   0.125712
   0.947266	   0.389608
   0.957031	   0.692281
   0.966797	   0.998647
   0.976562	   1.286636
   0.986328	   1.544625
   0.996094	   1.764695
   1.005859	   1.934702
   1.015625	   2.032743
   1.025391	   2.026993
   1.035156	   1.882164
   1.044922	   1.571302
   1.054688	   1.089356
   1.064453	   0.463558
   1.074219	  -0.244052
   1.083984	  -0.944597
   1.093750	  -1.540168
   1.103516	  -1.947302
   1.113281	  -2.119402
   1.123047	  -2.060823
   1.132812	  -1.827229
   1.142578	  -1.510700
   1.152344	  -1.212901
   1.162109	  -1.013798
   1.171875	  -0.945540
   1.181641	  -0.980196
   1.191406	  -1.036324
   1.201172	  -1.003619
   1.210938	  -0.779078
   1.220703	  -0.304011
   1.230469	   0.409750
   1.240234	   1.273373
   1.250000	   2.137586
   1.259766	   2.828627
   1.269531	   3.193801
   1.279297	   3.143595
   1.289062	   2.677849
   1.298828	   1.887929
   1.308594	   0.933811
   1.318359	   0.002342
   1.328125	  -0.741502
   1.337891	  -1.196515
   1.347656	  -1.348595
   1.357422	  -1.269388
   1.367188	  -1.091358
   1.376953	  -0.967198
   1.386719	  -1.025713
   1.396484	  -1.336768
   1.406250	  -1.894679
   1.416016	  -2.623545
   1.425781	  -3.401507
   1.435547	  -4.095660
   1.445312	  -4.596927
   1.455078	  -4.845119
   1.464844	  -4.838145
   1.474609	  -4.624531
   1.484375	  -4.283377
   1.494141	  -3.899063
   1.503906	  -3.538673
   1.513672	  -3.238249
   1.523438	  -3.000499
   1.533203	  -2.802745
   1.542969	  -2.610908
   1.552734	  -2.394168
   1.562500	  -2.135565
   1.572266	  -1.835913
   1.582031	  -1.511001
   1.591797	  -1.184232
   1.601562	  -0.877966
   1.611328	  -0.606600
   1.621094	  -0.373302
   1.630859	  -0.170674
   1.640625	   0.015662
   1.650391	   0.202246
   1.660156	   0.403281
   1.669922	   0.627370
   1.679688	   0.875643
   1.689453	   1.140944
   1.699219	   1.407772
   1.708984	   1.653008
   1.718750	   1.847917
   1.728516	   1.962022
   1.738281	   1.969041
   1.748047	   1.854179
   1.757812	   1.621040
   1.767578	   1.295731
   1.777344	   0.925873
   1.787109	   0.573342
   1.796875	   0.301444
   1.806641	   0.159318
   1.816406	   0.167831
   1.826172	   0.311538
   1.835938	   0.539947
   1.845703	   0.778814
   1.855469	   0.949069
   1.865234	   0.988323
   1.875000	   0.868701
   1.884766	   0.605458
   1.894531	   0.253415
   1.904297	  -0.108081
   1.914062	  -0.397359
   1.923828	  -0.553151
   1.933594	  -0.550963
   1.943359	  -0.408180
   1.953125	  -0.176601
   1.962891	   0.074879
   1.972656	   0.281590
   1.982422	   0.401413
   1.992188	   0.424291
   2.001953	   0.370270
   2.011719	   0.277392
   2.021484	   0.184242
   2.031250	   0.113736
   2.041016	   0.064095
   2.050781	   0.010322
   2.060547	  -0.084419
   2.070312	  -0.251748
   2.080078	  -0.501720
   2.089844	  -0.813442
   2.099609	  -1.136537
   2.109375	  -1.403545
   2.119141	  -1.549450
   2.128906	  -1.531904
   2.138672	  -1.345329
   2.148438	  -1.023984
   2.158203	  -0.632798
   2.167969	  -0.248790
   2.177734	   0.060901
   2.187500	   0.257345
   2.197266	   0.338698
   2.207031	   0.337122
   2.216797	   0.305204
   2.226562	   0.296781
   2.236328	   0.348764
   2.246094	   0.469930
   2.255859	   0.640054
   2.265625	   0.819086
   2.275391	   0.962636
   2.285156	   1.038068
   2.294922	   1.035520
   2.304688	   0.970243
   2.314453	   0.875847
   2.324219	   0.791264
   2.333984	   0.746384
   2.343750	   0.751536
   2.353516	   0.794489
   2.363281	   0.845787
   2.373047	   0.870316
   2.382812	   0.840837
   2.392578	   0.748753
   2.402344	   0.608519
   2.412109	   0.454434
   2.421875	   0.331233
   2.431641	   0.281820
   2.441406	   0.336145
   2.451172	   0.504421
   2.460938	   0.776046
   2.470703	   1.123487
   2.480469	   1.508895
   2.490234	   1.890737
   2.500000	   2.228532
   2.509766	   2.485186
   2.519531	   2.627940
   2.529297	   2.629723
   2.539062	   2.472418
   2.548828	   2.152277
   2.558594	   1.686016
   2.568359	   1.114796
   2.578125	   0.503053
   2.587891	  -0.069733
   2.597656	  -0.523919
   2.607422	  -0.798193
   2.617188	  -0.866589
   2.626953	  -0.748430
   2.636719	  -0.507066
   2.646484	  -0.236298
   2.656250	  -0.037235
   2.666016	   0.008413
   2.675781	  -0.139002
   2.685547	  -0.465283
   2.695312	  -0.905323
   2.705078	  -1.360236
   2.714844	  -1.723838
   2.724609	  -1.910763
   2.734375	  -1.878031
   2.744141	  -1.633995
   2.753906	  -1.232623
   2.763672	  -0.755633
   2.773438	  -0.288616
   2.783203	   0.101186
   2.792969	   0.378859
   2.802734	   0.544126
   2.812500	   0.622680
   2.822266	   0.650902
   2.832031	   0.660172
   2.841797	   0.666573
   2.851562	   0.669264
   2.861328	   0.657181
   2.871094	   0.620452
   2.880859	   0.561099
   2.890625	   0.497999
   2.900391	   0.463463
   2.910156	   0.492264
   2.919922	   0.607135
   2.929688	   0.806527
   2.939453	   1.059903
   2.949219	   1.313321
   2.958984	   1.504331
   2.968750	   1.581642
   2.978516	   1.522935
   2.988281	   1.344483
   2.998047	   1.098694
   3.007812	   0.859753
   3.017578	   0.701555
   3.027344	   0.674898
   3.037109	   0.791278
   3.046875	   1.018599
   3.056641	   1.290228
   3.066406	   1.524483
   3.076172	   1.648329
   3.085938	   1.617801
   3.095703	   1.428966
   3.105469	   1.116485
   3.115234	   0.740990
   3.125000	   0.369965
   3.134766	   0.058658
   3.144531	  -0.162993
   3.154297	  -0.293906
   3.164062	  -0.355870
   3.173828	  -0.381255
   3.183594	  -0.399500
   3.193359	  -0.427298
   3.203125	  -0.465548
   3.212891	  -0.503204
   3.222656	  -0.525505
   3.232422	  -0.522530
   3.242188	  -0.494256
   3.251953	  -0.450034
   3.261719	  -0.402969
   3.271484	  -0.361959
   3.281250	  -0.325236
   3.291016	  -0.278711
   3.300781	  -0.200433
   3.310547	  -0.069869
   3.320312	   0.121492
   3.330078	   0.362590
   3.339844	   0.621804
   3.349609	   0.853733
   3.359375	   1.011995
   3.369141	   1.063894
   3.378906	   1.001788
   3.388672	   0.846934
   3.398438	   0.644063
   3.408203	   0.448222
   3.417969	   0.308157
   3.427734	   0.251818
   3.437500	   0.278861
   3.447266	   0.362562
   3.457031	   0.460228
   3.466797	   0.528212
   3.476562	   0.536118
   3.486328	   0.475215
   3.496094	   0.358416
   3.505859	   0.212356
   3.515625	   0.065129
   3.525391	  -0.065239
   3.535156	  -0.176911
   3.544922	  -0.282523
   3.554688	  -0.400473
   3.564453	  -0.542926
   3.574219	  -0.705777
   3.583984	  -0.865197
   3.593750	  -0.982930
   3.603516	  -1.019008
   3.613281	  -0.947459
   3.623047	  -0.768996
   3.632812	  -0.515407
   3.642578	  -0.243132
   3.652344	  -0.017452
   3.662109	   0.107710
   3.671875	   0.107421
   3.681641	  -0.005569
   3.691406	  -0.184536
   3.701172	  -0.364045
   3.710938	  -0.481752
   3.720703	  -0.499276
   3.730469	  -0.414812
   3.740234	  -0.262960
   3.750000	  -0.101761
   3.759766	   0.008509
