# Time	Amplitude (cm/s/s)
   0.000000	   1.047572
   0.009766	   0.399351
   0.019531	  -0.095641
   0.029297	  -0.391623
   0.039062	  -0.487841
   0.048828	  -0.423113
   0.058594	  -0.260672
   0.068359	  -0.068193
   0.078125	   0.100889
   0.087891	   0.219360
   0.097656	   0.288487
   0.107422	   0.330751
   0.117188	   0.376305
   0.126953	   0.448249
   0.136719	   0.551902
   0.146484	   0.671593
   0.156250	   0.775733
   0.166016	   0.828010
   0.175781	   0.800480
   0.185547	   0.683806
   0.195312	   0.491051
   0.205078	   0.253812
   0.214844	   0.012236
   0.224609	  -0.197415
   0.234375	  -0.353183
   0.244141	  -0.452180
   0.253906	  -0.508173
   0.263672	  -0.543092
   0.273438	  -0.575766
   0.283203	  -0.612167
   0.292969	  -0.640893
   0.302734	  -0.635664
   0.312500	  -0.564074
   0.322266	  -0.399493
   0.332031	  -0.131822
   0.341797	   0.226859
   0.351562	   0.643961
   0.361328	   1.074995
   0.371094	   1.476256
   0.380859	   1.817182
   0.390625	   2.088001
   0.400391	   2.299831
   0.410156	   2.476952
   0.419922	   2.643735
   0.429688	   2.810663
   0.439453	   2.964375
   0.449219	   3.065536
   0.458984	   3.055893
   0.468750	   2.872933
   0.478516	   2.468069
   0.488281	   1.823013
   0.498047	   0.959385
   0.507812	  -0.061492
   0.517578	  -1.148905
   0.527344	  -2.200559
   0.537109	  -3.123301
   0.546875	  -3.851442
   0.556641	  -4.358216
   0.566406	  -4.657896
   0.576172	  -4.798572
   0.585938	  -4.847963
   0.595703	  -4.876064
   0.605469	  -4.938862
   0.615234	  -5.066625
   0.625000	  -5.258826
   0.634766	  -5.486062
   0.644531	  -5.697813
   0.654297	  -5.833869
   0.664062	  -5.836882
   0.673828	  -5.663643
   0.683594	  -5.293223
   0.693359	  -4.730827
   0.703125	  -4.006977
   0.712891	  -3.172352
   0.722656	  -2.289296
   0.732422	  -1.421573
   0.742188	  -0.624284
   0.751953	   0.064019
   0.761719	   0.625393
   0.771484	   1.061847
   0.781250	   1.390246
   0.791016	   1.634169
