# Time	Amplitude (cm/s/s)
   0.000000	   0.742413
   0.009766	   0.796182
   0.019531	   0.843006
   0.029297	   0.867491
   0.039062	   0.858931
   0.048828	   0.813061
   0.058594	   0.732562
   0.068359	   0.626323
   0.078125	   0.507695
   0.087891	   0.392085
   0.097656	   0.294343
   0.107422	   0.226369
   0.117188	   0.195341
   0.126953	   0.202833
   0.136719	   0.244926
   0.146484	   0.313230
   0.156250	   0.396535
   0.166016	   0.482706
   0.175781	   0.560388
   0.185547	   0.620188
   0.195312	   0.655179
   0.205078	   0.660791
   0.214844	   0.634364
   0.224609	   0.574703
   0.234375	   0.481960
   0.244141	   0.357975
   0.253906	   0.206935
   0.263672	   0.036032
   0.273438	  -0.144364
   0.283203	  -0.321392
   0.292969	  -0.481383
   0.302734	  -0.612342
   0.312500	  -0.706632
   0.322266	  -0.763107
   0.332031	  -0.787934
   0.341797	  -0.793648
   0.351562	  -0.796460
   0.361328	  -0.812373
   0.371094	  -0.853078
   0.380859	  -0.922760
   0.390625	  -1.016738
   0.400391	  -1.122410
   0.410156	  -1.222305
   0.419922	  -1.298430
   0.429688	  -1.336718
   0.439453	  -1.330334
   0.449219	  -1.280944
   0.458984	  -1.197638
   0.468750	  -1.093921
   0.478516	  -0.983730
   0.488281	  -0.877697
   0.498047	  -0.780757
   0.507812	  -0.691748
   0.517578	  -0.604994
   0.527344	  -0.513251
   0.537109	  -0.410994
   0.546875	  -0.296977
   0.556641	  -0.175258
   0.566406	  -0.054429
   0.576172	   0.054627
   0.585938	   0.141703
   0.595703	   0.199976
   0.605469	   0.227684
   0.615234	   0.228294
   0.625000	   0.209269
   0.634766	   0.179901
   0.644531	   0.148975
   0.654297	   0.122965
   0.664062	   0.105231
   0.673828	   0.096285
   0.683594	   0.094862
   0.693359	   0.099259
   0.703125	   0.108448
   0.712891	   0.122564
   0.722656	   0.142718
   0.732422	   0.170294
   0.742188	   0.206119
   0.751953	   0.249830
   0.761719	   0.299705
   0.771484	   0.352946
   0.781250	   0.406246
   0.791016	   0.456364
   0.800781	   0.500470
   0.810547	   0.536152
   0.820312	   0.561199
   0.830078	   0.573360
   0.839844	   0.570342
   0.849609	   0.550185
   0.859375	   0.511971
   0.869141	   0.456613
   0.878906	   0.387386
   0.888672	   0.309869
   0.898438	   0.231160
   0.908203	   0.158509
   0.917969	   0.097739
   0.927734	   0.051979
   0.937500	   0.021163
   0.947266	   0.002528
   0.957031	  -0.008041
   0.966797	  -0.014256
   0.976562	  -0.017915
   0.986328	  -0.018238
   0.996094	  -0.012357
   1.005859	   0.003136
   1.015625	   0.030107
   1.025391	   0.067058
   1.035156	   0.108336
   1.044922	   0.144840
   1.054688	   0.166208
   1.064453	   0.163892
   1.074219	   0.134169
   1.083984	   0.080030
   1.093750	   0.011205
   1.103516	  -0.057910
   1.113281	  -0.111931
   1.123047	  -0.138723
   1.132812	  -0.132941
   1.142578	  -0.097695
   1.152344	  -0.043788
   1.162109	   0.013349
   1.171875	   0.058122
   1.181641	   0.079298
   1.191406	   0.073187
   1.201172	   0.044497
   1.210938	   0.004592
   1.220703	  -0.032308
   1.230469	  -0.053774
   1.240234	  -0.053220
   1.250000	  -0.032092
   1.259766	   0.000496
   1.269531	   0.030514
   1.279297	   0.043313
   1.289062	   0.028116
   1.298828	  -0.018671
   1.308594	  -0.092279
   1.318359	  -0.180828
   1.328125	  -0.268557
   1.337891	  -0.339999
   1.347656	  -0.383857
   1.357422	  -0.395502
   1.367188	  -0.377509
   1.376953	  -0.338268
   1.386719	  -0.289273
   1.396484	  -0.242026
   1.406250	  -0.205447
   1.416016	  -0.184444
   1.425781	  -0.179810
   1.435547	  -0.189177
   1.445312	  -0.208479
   1.455078	  -0.233328
   1.464844	  -0.259866
   1.474609	  -0.284980
   1.484375	  -0.306067
   1.494141	  -0.320698
   1.503906	  -0.326532
   1.513672	  -0.321668
   1.523438	  -0.305327
   1.533203	  -0.278563
   1.542969	  -0.244609
   1.552734	  -0.208536
   1.562500	  -0.176172
   1.572266	  -0.152528
   1.582031	  -0.140208
   1.591797	  -0.138361
   1.601562	  -0.142621
   1.611328	  -0.146150
   1.621094	  -0.141552
   1.630859	  -0.123114
   1.640625	  -0.088673
