# Time	Amplitude (cm/s/s)
   0.000000	  -0.302404
   0.009766	  -0.342203
   0.019531	  -0.358244
   0.029297	  -0.343650
   0.039062	  -0.300773
   0.048828	  -0.239567
   0.058594	  -0.173556
   0.068359	  -0.114895
   0.078125	  -0.070277
   0.087891	  -0.039116
   0.097656	  -0.014575
   0.107422	   0.013003
   0.117188	   0.051621
   0.126953	   0.103785
   0.136719	   0.164786
   0.146484	   0.223805
   0.156250	   0.267492
   0.166016	   0.284782
   0.175781	   0.271221
   0.185547	   0.231187
   0.195312	   0.177157
   0.205078	   0.126139
   0.214844	   0.094429
   0.224609	   0.092445
   0.234375	   0.121379
   0.244141	   0.172817
   0.253906	   0.231491
   0.263672	   0.280254
   0.273438	   0.305657
   0.283203	   0.302319
   0.292969	   0.274719
   0.302734	   0.235906
   0.312500	   0.203662
   0.322266	   0.195439
   0.332031	   0.223687
   0.341797	   0.292982
   0.351562	   0.399622
   0.361328	   0.533475
   0.371094	   0.681146
   0.380859	   0.829176
   0.390625	   0.966162
   0.400391	   1.083282
   0.410156	   1.173458
   0.419922	   1.229986
   0.429688	   1.245724
   0.439453	   1.213635
   0.449219	   1.128865
   0.458984	   0.991762
   0.468750	   0.810633
   0.478516	   0.602891
   0.488281	   0.393606
   0.498047	   0.211302
   0.507812	   0.081816
   0.517578	   0.021828
   0.527344	   0.034014
   0.537109	   0.105430
   0.546875	   0.209883
   0.556641	   0.313883
   0.566406	   0.384635
   0.576172	   0.397935
   0.585938	   0.343778
   0.595703	   0.228183
   0.605469	   0.070842
   0.615234	  -0.100580
   0.625000	  -0.257750
   0.634766	  -0.378480
   0.644531	  -0.451217
   0.654297	  -0.476241
   0.664062	  -0.463642
   0.673828	  -0.429080
   0.683594	  -0.388885
   0.693359	  -0.356001
   0.703125	  -0.337817
   0.712891	  -0.336103
   0.722656	  -0.348557
   0.732422	  -0.370987
   0.742188	  -0.399139
   0.751953	  -0.429532
   0.761719	  -0.459225
   0.771484	  -0.485010
   0.781250	  -0.502777
   0.791016	  -0.507712
   0.800781	  -0.495568
   0.810547	  -0.464679
   0.820312	  -0.417904
   0.830078	  -0.363530
   0.839844	  -0.314395
   0.849609	  -0.285081
   0.859375	  -0.287753
   0.869141	  -0.327851
   0.878906	  -0.401071
   0.888672	  -0.492841
   0.898438	  -0.580821
   0.908203	  -0.640027
   0.917969	  -0.649313
   0.927734	  -0.597426
   0.937500	  -0.486857
   0.947266	  -0.334256
   0.957031	  -0.167120
   0.966797	  -0.017535
   0.976562	   0.085472
   0.986328	   0.122961
   0.996094	   0.090703
   1.005859	   0.000270
   1.015625	  -0.123640
   1.025391	  -0.248862
   1.035156	  -0.343005
   1.044922	  -0.380566
   1.054688	  -0.348355
   1.064453	  -0.248218
   1.074219	  -0.096660
   1.083984	   0.078341
   1.093750	   0.242583
   1.103516	   0.361941
   1.113281	   0.408638
   1.123047	   0.366524
   1.132812	   0.234561
   1.142578	   0.027948
   1.152344	  -0.223441
   1.162109	  -0.479265
   1.171875	  -0.695141
   1.181641	  -0.830417
   1.191406	  -0.855980
   1.201172	  -0.760580
   1.210938	  -0.554202
   1.220703	  -0.267451
   1.230469	   0.053317
   1.240234	   0.354434
   1.250000	   0.585310
   1.259766	   0.708584
   1.269531	   0.707726
   1.279297	   0.590278
   1.289062	   0.385918
   1.298828	   0.139771
   1.308594	  -0.097475
   1.318359	  -0.280284
   1.328125	  -0.377339
   1.337891	  -0.376941
   1.347656	  -0.287753
   1.357422	  -0.135068
   1.367188	   0.046123
   1.376953	   0.219304
   1.386719	   0.353849
   1.396484	   0.430050
   1.406250	   0.441018
   1.416016	   0.391551
   1.425781	   0.294849
   1.435547	   0.168274
   1.445312	   0.029361
   1.455078	  -0.107109
   1.464844	  -0.230647
   1.474609	  -0.335351
   1.484375	  -0.419379
   1.494141	  -0.484038
   1.503906	  -0.532819
   1.513672	  -0.570443
   1.523438	  -0.601897
   1.533203	  -0.631357
   1.542969	  -0.661058
   1.552734	  -0.690355
   1.562500	  -0.715317
   1.572266	  -0.729236
   1.582031	  -0.724169
   1.591797	  -0.693341
   1.601562	  -0.633823
   1.611328	  -0.548711
   1.621094	  -0.447969
