# Time	Amplitude (cm/s/s)
   0.000000	   0.541185
   0.009766	   0.687805
   0.019531	   0.757022
   0.029297	   0.725733
   0.039062	   0.608511
   0.048828	   0.453726
   0.058594	   0.327076
   0.068359	   0.288178
   0.078125	   0.368426
   0.087891	   0.558013
   0.097656	   0.806848
   0.107422	   1.039323
   0.117188	   1.178034
   0.126953	   1.168469
   0.136719	   0.996361
   0.146484	   0.691977
   0.156250	   0.320152
   0.166016	  -0.040217
   0.175781	  -0.320007
   0.185547	  -0.478888
   0.195312	  -0.513346
   0.205078	  -0.451615
   0.214844	  -0.338132
   0.224609	  -0.213780
   0.234375	  -0.099469
   0.244141	   0.010896
   0.253906	   0.145691
   0.263672	   0.341201
   0.273438	   0.623367
   0.283203	   0.992842
   0.292969	   1.419328
   0.302734	   1.847647
   0.312500	   2.213652
   0.322266	   2.464320
   0.332031	   2.574781
   0.341797	   2.556029
   0.351562	   2.450431
   0.361328	   2.316515
   0.371094	   2.208429
   0.380859	   2.157339
   0.390625	   2.161319
   0.400391	   2.187164
   0.410156	   2.183214
   0.419922	   2.098310
   0.429688	   1.899851
   0.439453	   1.584386
   0.449219	   1.177079
   0.458984	   0.720601
   0.468750	   0.258037
   0.478516	  -0.183371
   0.488281	  -0.601145
   0.498047	  -1.015502
   0.507812	  -1.456922
   0.517578	  -1.948155
   0.527344	  -2.487846
   0.537109	  -3.042753
   0.546875	  -3.552540
   0.556641	  -3.946554
   0.566406	  -4.167371
   0.576172	  -4.192973
   0.585938	  -4.049302
   0.595703	  -3.807858
   0.605469	  -3.567907
   0.615234	  -3.428197
   0.625000	  -3.456904
   0.634766	  -3.669493
   0.644531	  -4.021931
   0.654297	  -4.421839
   0.664062	  -4.754461
   0.673828	  -4.915588
   0.683594	  -4.841386
   0.693359	  -4.526263
   0.703125	  -4.023852
   0.712891	  -3.431655
   0.722656	  -2.864953
   0.732422	  -2.428550
   0.742188	  -2.194930
   0.751953	  -2.194533
   0.761719	  -2.419295
   0.771484	  -2.835994
   0.781250	  -3.402909
