# Time	Amplitude (cm/s/s)
   0.000000	  -1.331110
   0.009766	  -1.342887
   0.019531	  -1.267273
   0.029297	  -1.129836
   0.039062	  -0.971570
   0.048828	  -0.834670
   0.058594	  -0.748015
   0.068359	  -0.717471
   0.078125	  -0.724450
   0.087891	  -0.733253
   0.097656	  -0.704612
   0.107422	  -0.610636
   0.117188	  -0.445847
   0.126953	  -0.230376
   0.136719	  -0.004148
   0.146484	   0.185932
   0.156250	   0.301308
   0.166016	   0.324294
   0.175781	   0.263466
   0.185547	   0.150156
   0.195312	   0.027429
   0.205078	  -0.064469
   0.214844	  -0.101028
   0.224609	  -0.080311
   0.234375	  -0.021506
   0.244141	   0.043972
   0.253906	   0.085336
   0.263672	   0.084418
   0.273438	   0.042388
   0.283203	  -0.021161
   0.292969	  -0.076239
   0.302734	  -0.094442
   0.312500	  -0.060278
   0.322266	   0.022490
   0.332031	   0.131944
   0.341797	   0.236170
   0.351562	   0.305467
   0.361328	   0.324018
   0.371094	   0.296569
   0.380859	   0.247462
   0.390625	   0.212149
   0.400391	   0.224073
   0.410156	   0.301561
   0.419922	   0.439412
   0.429688	   0.608298
   0.439453	   0.762309
   0.449219	   0.852175
   0.458984	   0.839698
   0.468750	   0.708605
   0.478516	   0.468344
   0.488281	   0.149871
   0.498047	  -0.204724
   0.507812	  -0.554872
   0.517578	  -0.872022
   0.527344	  -1.144588
   0.537109	  -1.376199
   0.546875	  -1.578689
   0.556641	  -1.763163
   0.566406	  -1.932999
   0.576172	  -2.081679
   0.585938	  -2.196175
   0.595703	  -2.264225
   0.605469	  -2.282125
   0.615234	  -2.259301
   0.625000	  -2.217159
   0.634766	  -2.182025
   0.644531	  -2.174495
   0.654297	  -2.199321
   0.664062	  -2.240121
   0.673828	  -2.261787
   0.683594	  -2.220726
   0.693359	  -2.080105
   0.703125	  -1.825146
   0.712891	  -1.473018
   0.722656	  -1.073378
   0.732422	  -0.698580
   0.742188	  -0.426023
   0.751953	  -0.317898
   0.761719	  -0.404613
   0.771484	  -0.677101
   0.781250	  -1.090358
   0.791016	  -1.576867
   0.800781	  -2.065350
   0.810547	  -2.498633
   0.820312	  -2.844944
   0.830078	  -3.099428
   0.839844	  -3.276208
   0.849609	  -3.394701
   0.859375	  -3.465829
   0.869141	  -3.483664
   0.878906	  -3.425839
   0.888672	  -3.262655
   0.898438	  -2.971424
   0.908203	  -2.550406
   0.917969	  -2.026660
   0.927734	  -1.454149
   0.937500	  -0.901906
   0.947266	  -0.435723
   0.957031	  -0.099298
   0.966797	   0.098753
   0.976562	   0.187448
   0.986328	   0.224423
   0.996094	   0.278123
   1.005859	   0.406942
   1.015625	   0.642085
   1.025391	   0.979578
   1.035156	   1.383721
   1.044922	   1.800340
   1.054688	   2.174949
   1.064453	   2.469440
   1.074219	   2.671662
   1.083984	   2.795043
   1.093750	   2.869037
   1.103516	   2.924499
   1.113281	   2.979827
   1.123047	   3.033228
   1.132812	   3.064053
   1.142578	   3.042644
   1.152344	   2.944816
   1.162109	   2.765289
   1.171875	   2.524628
   1.181641	   2.266575
   1.191406	   2.046168
   1.201172	   1.912483
   1.210938	   1.891978
   1.220703	   1.978379
