# Time	Amplitude (cm/s/s)
   0.000000	   0.188532
   0.009766	   0.230959
   0.019531	   0.174285
   0.029297	   0.067754
   0.039062	  -0.022324
   0.048828	  -0.039373
   0.058594	   0.040399
   0.068359	   0.197456
   0.078125	   0.375004
   0.087891	   0.499601
   0.097656	   0.508791
   0.107422	   0.375557
   0.117188	   0.120418
   0.126953	  -0.193540
   0.136719	  -0.481221
   0.146484	  -0.664432
   0.156250	  -0.698841
   0.166016	  -0.589243
   0.175781	  -0.387586
   0.185547	  -0.174409
   0.195312	  -0.030302
   0.205078	  -0.007625
   0.214844	  -0.112564
   0.224609	  -0.303891
   0.234375	  -0.508678
   0.244141	  -0.649124
   0.253906	  -0.670659
   0.263672	  -0.561114
   0.273438	  -0.354123
   0.283203	  -0.115720
   0.292969	   0.080672
   0.302734	   0.181462
   0.312500	   0.172167
   0.322266	   0.081572
   0.332031	  -0.030664
   0.341797	  -0.098250
   0.351562	  -0.075126
   0.361328	   0.045309
   0.371094	   0.226048
   0.380859	   0.399298
   0.390625	   0.491759
   0.400391	   0.453087
   0.410156	   0.276902
   0.419922	   0.006223
   0.429688	  -0.279164
   0.439453	  -0.489286
   0.449219	  -0.555178
   0.458984	  -0.453483
   0.468750	  -0.215411
   0.478516	   0.083437
   0.488281	   0.349046
   0.498047	   0.501679
   0.507812	   0.503677
   0.517578	   0.372423
   0.527344	   0.173752
   0.537109	  -0.001913
   0.546875	  -0.072245
   0.556641	   0.007138
   0.566406	   0.226304
   0.576172	   0.523975
   0.585938	   0.808724
   0.595703	   0.990844
   0.605469	   1.013476
   0.615234	   0.871947
   0.625000	   0.614539
   0.634766	   0.324599
   0.644531	   0.090605
   0.654297	  -0.024939
   0.664062	  -0.006623
   0.673828	   0.110197
   0.683594	   0.254199
   0.693359	   0.345710
   0.703125	   0.326846
   0.712891	   0.183106
   0.722656	  -0.051423
   0.732422	  -0.307004
   0.742188	  -0.504387
   0.751953	  -0.584365
   0.761719	  -0.529754
   0.771484	  -0.371651
   0.781250	  -0.177663
   0.791016	  -0.026487
   0.800781	   0.021696
   0.810547	  -0.051983
   0.820312	  -0.217650
   0.830078	  -0.407458
   0.839844	  -0.540701
   0.849609	  -0.554074
   0.859375	  -0.425896
   0.869141	  -0.185303
   0.878906	   0.097151
   0.888672	   0.334194
   0.898438	   0.452933
   0.908203	   0.421040
   0.917969	   0.258432
   0.927734	   0.030143
   0.937500	  -0.177109
   0.947266	  -0.286157
   0.957031	  -0.257090
   0.966797	  -0.101344
   0.976562	   0.122933
   0.986328	   0.332542
   0.996094	   0.449978
   1.005859	   0.432022
   1.015625	   0.285720
   1.025391	   0.065906
   1.035156	  -0.144810
   1.044922	  -0.266269
   1.054688	  -0.250112
   1.064453	  -0.097520
   1.074219	   0.141150
   1.083984	   0.384700
   1.093750	   0.550650
   1.103516	   0.585184
   1.113281	   0.482512
   1.123047	   0.286556
   1.132812	   0.074390
   1.142578	  -0.072446
   1.152344	  -0.098155
   1.162109	   0.006703
   1.171875	   0.201827
   1.181641	   0.412237
   1.191406	   0.556228
   1.201172	   0.575852
   1.210938	   0.458640
   1.220703	   0.242445
   1.230469	   0.001559
   1.240234	  -0.180835
   1.250000	  -0.243708
   1.259766	  -0.171194
   1.269531	   0.001078
   1.279297	   0.198829
   1.289062	   0.336618
   1.298828	   0.349914
   1.308594	   0.219937
   1.318359	  -0.018026
   1.328125	  -0.286141
   1.337891	  -0.491432
   1.347656	  -0.559256
   1.357422	  -0.460723
   1.367188	  -0.224006
   1.376953	   0.074695
   1.386719	   0.337446
   1.396484	   0.478748
   1.406250	   0.455333
   1.416016	   0.280899
   1.425781	   0.020535
   1.435547	  -0.233022
   1.445312	  -0.392636
   1.455078	  -0.407446
   1.464844	  -0.279899
   1.474609	  -0.063153
   1.484375	   0.159910
   1.494141	   0.308116
   1.503906	   0.332117
   1.513672	   0.232040
   1.523438	   0.056213
   1.533203	  -0.118384
   1.542969	  -0.216464
   1.552734	  -0.194017
   1.562500	  -0.055870
   1.572266	   0.145563
   1.582031	   0.330049
   1.591797	   0.420485
   1.601562	   0.373368
   1.611328	   0.197094
   1.621094	  -0.049219
   1.630859	  -0.276457
   1.640625	  -0.398518
   1.650391	  -0.365487
   1.660156	  -0.184502
   1.669922	   0.079941
   1.679688	   0.327089
   1.689453	   0.455386
   1.699219	   0.399771
   1.708984	   0.157278
   1.718750	  -0.208711
   1.728516	  -0.587707
   1.738281	  -0.858601
   1.748047	  -0.930882
