# Time	Amplitude (cm/s/s)
   0.000000	  -0.267897
   0.009766	  -0.431990
   0.019531	  -0.661611
   0.029297	  -0.904727
   0.039062	  -1.103802
   0.048828	  -1.215724
   0.058594	  -1.226460
   0.068359	  -1.155191
   0.078125	  -1.046526
   0.087891	  -0.953673
   0.097656	  -0.918713
   0.107422	  -0.957105
   0.117188	  -1.051978
   0.126953	  -1.160195
   0.136719	  -1.227910
   0.146484	  -1.209938
   0.156250	  -1.085981
   0.166016	  -0.867955
   0.175781	  -0.595980
   0.185547	  -0.324706
   0.195312	  -0.105107
   0.205078	   0.031617
   0.214844	   0.082315
   0.224609	   0.069681
   0.234375	   0.030808
   0.244141	   0.001174
   0.253906	   0.000316
   0.263672	   0.024647
   0.273438	   0.050030
   0.283203	   0.042903
   0.292969	  -0.024582
   0.302734	  -0.161521
   0.312500	  -0.352626
   0.322266	  -0.562471
   0.332031	  -0.748198
   0.341797	  -0.875902
   0.351562	  -0.934284
   0.361328	  -0.940024
   0.371094	  -0.932284
   0.380859	  -0.957869
   0.390625	  -1.052232
   0.400391	  -1.223325
   0.410156	  -1.444602
   0.419922	  -1.660341
   0.429688	  -1.802106
   0.439453	  -1.811039
   0.449219	  -1.658381
   0.458984	  -1.356992
   0.468750	  -0.959622
   0.478516	  -0.544208
   0.488281	  -0.191006
   0.498047	   0.040786
   0.507812	   0.129086
   0.517578	   0.092404
   0.527344	  -0.020060
   0.537109	  -0.147859
   0.546875	  -0.241135
   0.556641	  -0.277063
   0.566406	  -0.265247
   0.576172	  -0.240554
   0.585938	  -0.246557
   0.595703	  -0.316157
   0.605469	  -0.456912
   0.615234	  -0.646761
   0.625000	  -0.841797
   0.634766	  -0.993137
   0.644531	  -1.066383
   0.654297	  -1.056023
   0.664062	  -0.988919
   0.673828	  -0.915026
   0.683594	  -0.888339
   0.693359	  -0.944906
   0.703125	  -1.086168
   0.712891	  -1.274265
   0.722656	  -1.441838
   0.732422	  -1.513648
   0.742188	  -1.432931
   0.751953	  -1.183409
   0.761719	  -0.799028
   0.771484	  -0.357502
   0.781250	   0.040786
   0.791016	   0.301961
   0.800781	   0.366467
   0.810547	   0.226465
   0.820312	  -0.072809
   0.830078	  -0.448016
   0.839844	  -0.803878
   0.849609	  -1.061854
   0.859375	  -1.182024
   0.869141	  -1.171458
   0.878906	  -1.077094
   0.888672	  -0.966396
   0.898438	  -0.902961
   0.908203	  -0.925541
   0.917969	  -1.037216
   0.927734	  -1.207511
   0.937500	  -1.385552
   0.947266	  -1.518629
   0.957031	  -1.569063
   0.966797	  -1.523527
   0.976562	  -1.392254
   0.986328	  -1.199687
   0.996094	  -0.971335
   1.005859	  -0.722810
   1.015625	  -0.455733
   1.025391	  -0.162047
   1.035156	   0.165498
   1.044922	   0.521766
   1.054688	   0.882359
   1.064453	   1.205553
   1.074219	   1.443593
   1.083984	   1.559905
   1.093750	   1.545840
   1.103516	   1.430036
   1.113281	   1.275580
   1.123047	   1.164352
   1.132812	   1.172631
   1.142578	   1.345670
   1.152344	   1.679923
   1.162109	   2.119578
   1.171875	   2.569530
   1.181641	   2.921436
   1.191406	   3.084985
   1.201172	   3.014486
   1.210938	   2.722233
   1.220703	   2.274334
   1.230469	   1.770411
   1.240234	   1.313833
   1.250000	   0.982144
   1.259766	   0.807083
   1.269531	   0.770135
   1.279297	   0.814230
   1.289062	   0.866812
   1.298828	   0.865880
   1.308594	   0.780066
   1.318359	   0.616324
   1.328125	   0.413453
   1.337891	   0.224765
   1.347656	   0.096853
   1.357422	   0.052415
   1.367188	   0.083151
   1.376953	   0.154753
   1.386719	   0.221359
   1.396484	   0.243459
   1.406250	   0.202190
   1.416016	   0.104660
   1.425781	  -0.021358
   1.435547	  -0.140808
   1.445312	  -0.227075
   1.455078	  -0.273515
   1.464844	  -0.296002
   1.474609	  -0.325390
   1.484375	  -0.392937
   1.494141	  -0.514702
   1.503906	  -0.681570
   1.513672	  -0.859502
   1.523438	  -1.000674
   1.533203	  -1.061744
   1.542969	  -1.022427
   1.552734	  -0.896928
   1.562500	  -0.733092
   1.572266	  -0.598544
   1.582031	  -0.557988
   1.591797	  -0.649465
   1.601562	  -0.868275
   1.611328	  -1.164933
   1.621094	  -1.458850
   1.630859	  -1.663771
   1.640625	  -1.716686
   1.650391	  -1.600273
   1.660156	  -1.350878
   1.669922	  -1.048770
   1.679688	  -0.793493
   1.689453	  -0.672332
   1.699219	  -0.732452
   1.708984	  -0.966119
   1.718750	  -1.314056
   1.728516	  -1.685801
   1.738281	  -1.990113
   1.748047	  -2.165080
   1.757812	  -2.197717
   1.767578	  -2.126533
   1.777344	  -2.026440
   1.787109	  -1.981419
   1.796875	  -2.054460
   1.806641	  -2.265051
   1.816406	  -2.581683
   1.826172	  -2.931539
   1.835938	  -3.223612
   1.845703	  -3.377086
   1.855469	  -3.345337
   1.865234	  -3.127854
   1.875000	  -2.766924
   1.884766	  -2.331295
   1.894531	  -1.893394
   1.904297	  -1.508390
   1.914062	  -1.202063
   1.923828	  -0.970613
   1.933594	  -0.790840
   1.943359	  -0.635316
   1.953125	  -0.485659
   1.962891	  -0.338400
   1.972656	  -0.201438
   1.982422	  -0.083385
   1.992188	   0.018658
   2.001953	   0.126391
   2.011719	   0.278124
   2.021484	   0.516428
   2.031250	   0.869536
   2.041016	   1.333585
   2.050781	   1.863397
   2.060547	   2.377018
   2.070312	   2.774447
   2.080078	   2.965653
   2.089844	   2.899021
   2.099609	   2.580398
   2.109375	   2.075478
   2.119141	   1.493604
   2.128906	   0.957346
   2.138672	   0.567288
   2.148438	   0.373435
   2.158203	   0.362676
   2.167969	   0.466544
   2.177734	   0.586668
   2.187500	   0.629339
   2.197266	   0.537510
   2.207031	   0.309478
   2.216797	  -0.001859
   2.226562	  -0.308542
   2.236328	  -0.518788
   2.246094	  -0.568850
   2.255859	  -0.444431
   2.265625	  -0.184392
   2.275391	   0.134113
   2.285156	   0.423392
   2.294922	   0.615720
   2.304688	   0.685680
   2.314453	   0.656577
   2.324219	   0.589029
   2.333984	   0.556333
   2.343750	   0.615887
   2.353516	   0.787209
   2.363281	   1.044504
   2.373047	   1.326249
   2.382812	   1.557969
   2.392578	   1.679521
   2.402344	   1.666686
   2.412109	   1.539049
   2.421875	   1.351372
   2.431641	   1.171859
   2.441406	   1.055645
   2.451172	   1.023606
   2.460938	   1.054613
   2.470703	   1.094268
   2.480469	   1.076943
   2.490234	   0.952828
   2.500000	   0.709688
   2.509766	   0.380827
   2.519531	   0.035816
   2.529297	  -0.243059
   2.539062	  -0.390232
   2.548828	  -0.381382
   2.558594	  -0.243785
   2.568359	  -0.048269
   2.578125	   0.114849
   2.587891	   0.167507
   2.597656	   0.072062
   2.607422	  -0.154336
   2.617188	  -0.444546
   2.626953	  -0.704009
   2.636719	  -0.843292
   2.646484	  -0.809179
   2.656250	  -0.603318
   2.666016	  -0.281810
   2.675781	   0.064120
   2.685547	   0.339502
   2.695312	   0.477943
   2.705078	   0.463506
   2.714844	   0.334546
   2.724609	   0.168421
   2.734375	   0.052770
   2.744141	   0.053823
   2.753906	   0.193055
   2.763672	   0.440355
   2.773438	   0.725775
   2.783203	   0.965200
   2.792969	   1.090338
   2.802734	   1.072084
   2.812500	   0.928968
   2.822266	   0.718085
   2.832031	   0.512401
   2.841797	   0.373334
   2.851562	   0.329022
   2.861328	   0.366351
   2.871094	   0.439382
   2.880859	   0.490483
   2.890625	   0.475544
   2.900391	   0.383121
   2.910156	   0.239691
   2.919922	   0.098664
   2.929688	   0.017232
   2.939453	   0.030122
   2.949219	   0.130886
   2.958984	   0.268864
   2.968750	   0.364140
   2.978516	   0.335952
   2.988281	   0.134520
   2.998047	  -0.235624
   3.007812	  -0.710205
   3.017578	  -1.180943
   3.027344	  -1.528128
   3.037109	  -1.659337
   3.046875	  -1.540958
   3.056641	  -1.211189
   3.066406	  -0.769366
   3.076172	  -0.344642
   3.085938	  -0.054316
   3.095703	   0.034086
   3.105469	  -0.075991
   3.115234	  -0.312932
   3.125000	  -0.562726
   3.134766	  -0.708735
   3.144531	  -0.671639
   3.154297	  -0.435787
   3.164062	  -0.053065
   3.173828	   0.376601
   3.183594	   0.740796
   3.193359	   0.953312
   3.203125	   0.982253
   3.212891	   0.857799
   3.222656	   0.657392
   3.232422	   0.474290
   3.242188	   0.381365
   3.251953	   0.403552
   3.261719	   0.509007
   3.271484	   0.622008
   3.281250	   0.652566
   3.291016	   0.531588
   3.300781	   0.238404
   3.310547	  -0.189580
   3.320312	  -0.668724
   3.330078	  -1.098086
   3.339844	  -1.394679
   3.349609	  -1.521984
   3.359375	  -1.501115
   3.369141	  -1.400518
   3.378906	  -1.308088
   3.388672	  -1.296169
   3.398438	  -1.392632
   3.408203	  -1.569005
   3.417969	  -1.750358
   3.427734	  -1.843490
