# Time	Amplitude (cm/s/s)
   0.000000	  -0.250446
   0.009766	  -0.664406
   0.019531	  -0.902986
   0.029297	  -0.956076
   0.039062	  -0.866997
   0.048828	  -0.713899
   0.058594	  -0.580092
   0.068359	  -0.523959
   0.078125	  -0.559058
   0.087891	  -0.651185
   0.097656	  -0.733020
   0.107422	  -0.730651
   0.117188	  -0.592101
   0.126953	  -0.307439
   0.136719	   0.086689
   0.146484	   0.519502
   0.156250	   0.910606
   0.166016	   1.197370
   0.175781	   1.354985
   0.185547	   1.401883
   0.195312	   1.388733
   0.205078	   1.375423
   0.214844	   1.404941
   0.224609	   1.484271
   0.234375	   1.579779
   0.244141	   1.629152
   0.253906	   1.565617
   0.263672	   1.345466
   0.273438	   0.968386
   0.283203	   0.482560
   0.292969	  -0.028027
   0.302734	  -0.470095
   0.312500	  -0.772188
   0.322266	  -0.909236
   0.332031	  -0.911521
   0.341797	  -0.854400
   0.351562	  -0.832037
   0.361328	  -0.924157
   0.371094	  -1.167476
   0.380859	  -1.541957
   0.390625	  -1.976847
   0.400391	  -2.374457
   0.410156	  -2.643369
   0.419922	  -2.729348
   0.429688	  -2.633096
   0.439453	  -2.408652
   0.449219	  -2.143198
   0.458984	  -1.925666
   0.468750	  -1.815541
   0.478516	  -1.823121
   0.488281	  -1.908339
   0.498047	  -1.998458
   0.507812	  -2.018113
   0.517578	  -1.920605
   0.527344	  -1.708828
   0.537109	  -1.437909
   0.546875	  -1.198168
   0.556641	  -1.084159
   0.566406	  -1.160648
   0.576172	  -1.437645
   0.585938	  -1.863536
   0.595703	  -2.339100
   0.605469	  -2.747864
   0.615234	  -2.992542
   0.625000	  -3.025195
   0.634766	  -2.860935
   0.644531	  -2.570751
   0.654297	  -2.256228
   0.664062	  -2.015080
   0.673828	  -1.909368
   0.683594	  -1.947027
   0.693359	  -2.082446
   0.703125	  -2.235098
   0.712891	  -2.319072
   0.722656	  -2.272889
   0.732422	  -2.079399
   0.742188	  -1.769580
   0.751953	  -1.410003
   0.761719	  -1.079559
   0.771484	  -0.844489
   0.781250	  -0.740743
   0.791016	  -0.769362
   0.800781	  -0.905242
   0.810547	  -1.114467
   0.820312	  -1.372294
   0.830078	  -1.674013
   0.839844	  -2.034173
   0.849609	  -2.474668
   0.859375	  -3.007007
   0.869141	  -3.616741
   0.878906	  -4.257443
   0.888672	  -4.857963
   0.898438	  -5.341382
   0.908203	  -5.649071
   0.917969	  -5.760718
   0.927734	  -5.702033
   0.937500	  -5.536093
   0.947266	  -5.340306
   0.957031	  -5.176651
   0.966797	  -5.065960
   0.976562	  -4.976230
   0.986328	  -4.830417
   0.996094	  -4.532337
   1.005859	  -4.002586
   1.015625	  -3.212237
   1.025391	  -2.202109
   1.035156	  -1.079773
   1.044922	   0.006204
   1.054688	   0.907466
   1.064453	   1.519634
   1.074219	   1.814399
   1.083984	   1.849165
   1.093750	   1.750614
   1.103516	   1.677043
   1.113281	   1.771238
   1.123047	   2.118688
   1.132812	   2.724102
   1.142578	   3.513040
   1.152344	   4.357303
   1.162109	   5.115096
   1.171875	   5.672630
   1.181641	   5.974003
   1.191406	   6.030740
   1.201172	   5.909567
   1.210938	   5.704289
   1.220703	   5.502517
   1.230469	   5.358890
   1.240234	   5.283277
   1.250000	   5.246468
   1.259766	   5.199434
   1.269531	   5.097610
   1.279297	   4.920444
   1.289062	   4.678962
   1.298828	   4.409160
