# Time	Amplitude (cm/s/s)
   0.000000	  -0.231759
   0.009766	  -0.617293
   0.019531	  -0.918646
   0.029297	  -1.113402
   0.039062	  -1.207988
   0.048828	  -1.225741
   0.058594	  -1.190683
   0.068359	  -1.114097
   0.078125	  -0.989405
   0.087891	  -0.797180
   0.097656	  -0.517793
   0.107422	  -0.145932
   0.117188	   0.299595
   0.126953	   0.775582
   0.136719	   1.224554
   0.146484	   1.591845
   0.156250	   1.843010
   0.166016	   1.974358
   0.175781	   2.011677
   0.185547	   1.996644
   0.195312	   1.965325
   0.205078	   1.926699
   0.214844	   1.849865
   0.224609	   1.665993
   0.234375	   1.286039
   0.244141	   0.629424
   0.253906	  -0.345549
   0.263672	  -1.620165
   0.273438	  -3.110892
   0.283203	  -4.684922
   0.292969	  -6.191771
   0.302734	  -7.501405
   0.312500	  -8.536768
   0.322266	  -9.290094
   0.332031	  -9.817565
   0.341797	 -10.214021
   0.351562	 -10.576107
   0.361328	 -10.966171
   0.371094	 -11.388972
   0.380859	 -11.788924
   0.390625	 -12.068578
   0.400391	 -12.121840
   0.410156	 -11.870414
   0.419922	 -11.290949
   0.429688	 -10.423660
   0.439453	  -9.359664
   0.449219	  -8.211614
   0.458984	  -7.077943
   0.468750	  -6.013123
   0.478516	  -5.014134
   0.488281	  -4.027605
   0.498047	  -2.974894
   0.507812	  -1.786196
   0.517578	  -0.431813
   0.527344	   1.060168
   0.537109	   2.605637
   0.546875	   4.084726
   0.556641	   5.373361
   0.566406	   6.375188
   0.576172	   7.043247
   0.585938	   7.384712
   0.595703	   7.448178
   0.605469	   7.299169
   0.615234	   6.993479
   0.625000	   6.558327
   0.634766	   5.988121
   0.644531	   5.255955
   0.654297	   4.336097
   0.664062	   3.228610
   0.673828	   1.976479
   0.683594	   0.668304
   0.693359	  -0.575158
   0.703125	  -1.626570
   0.712891	  -2.381428
   0.722656	  -2.781797
   0.732422	  -2.826964
   0.742188	  -2.568313
   0.751953	  -2.091136
