# Time	Amplitude (cm/s/s)
   0.000000	   1.318495
   0.009766	   1.250384
   0.019531	   1.081936
   0.029297	   0.881800
   0.039062	   0.719549
   0.048828	   0.641247
   0.058594	   0.653856
   0.068359	   0.724031
   0.078125	   0.791630
   0.087891	   0.792935
   0.097656	   0.685080
   0.107422	   0.462726
   0.117188	   0.160885
   0.126953	  -0.157153
   0.136719	  -0.422388
   0.146484	  -0.584925
   0.156250	  -0.631920
   0.166016	  -0.592035
   0.175781	  -0.524657
   0.185547	  -0.497701
   0.195312	  -0.561985
   0.205078	  -0.731458
   0.214844	  -0.976489
   0.224609	  -1.232736
   0.234375	  -1.422497
   0.244141	  -1.480996
   0.253906	  -1.378266
   0.263672	  -1.128965
   0.273438	  -0.786807
   0.283203	  -0.425876
   0.292969	  -0.115737
   0.302734	   0.100598
   0.312500	   0.218020
   0.322266	   0.266232
   0.332031	   0.293849
   0.341797	   0.346105
   0.351562	   0.444878
   0.361328	   0.578836
   0.371094	   0.707565
   0.380859	   0.778211
   0.390625	   0.748281
   0.400391	   0.605741
   0.410156	   0.378340
   0.419922	   0.127980
   0.429688	  -0.068544
   0.439453	  -0.145876
   0.449219	  -0.074086
   0.458984	   0.128618
   0.468750	   0.399565
   0.478516	   0.651038
   0.488281	   0.799091
   0.498047	   0.791901
   0.507812	   0.627744
   0.517578	   0.356148
   0.527344	   0.061579
   0.537109	  -0.164843
   0.546875	  -0.255911
   0.556641	  -0.190658
   0.566406	  -0.000782
   0.576172	   0.240914
   0.585938	   0.445895
   0.595703	   0.540116
   0.605469	   0.488580
   0.615234	   0.305838
   0.625000	   0.049130
   0.634766	  -0.202963
   0.644531	  -0.378443
   0.654297	  -0.436320
   0.664062	  -0.378972
   0.673828	  -0.248410
   0.683594	  -0.108308
   0.693359	  -0.018819
   0.703125	  -0.013647
   0.712891	  -0.087855
   0.722656	  -0.200757
   0.732422	  -0.292600
   0.742188	  -0.308600
   0.751953	  -0.221205
   0.761719	  -0.042149
   0.771484	   0.180321
   0.781250	   0.378136
   0.791016	   0.487916
   0.800781	   0.474277
   0.810547	   0.343297
   0.820312	   0.141091
   0.830078	  -0.062104
   0.839844	  -0.196627
   0.849609	  -0.217921
   0.859375	  -0.121998
   0.869141	   0.053752
   0.878906	   0.244672
   0.888672	   0.382661
   0.898438	   0.421000
   0.908203	   0.351117
   0.917969	   0.205209
   0.927734	   0.043834
   0.937500	  -0.066883
   0.947266	  -0.080008
   0.957031	   0.014623
   0.966797	   0.186499
   0.976562	   0.375635
   0.986328	   0.514783
   0.996094	   0.554453
   1.005859	   0.481534
   1.015625	   0.324605
   1.025391	   0.143899
   1.035156	   0.009520
   1.044922	  -0.024191
   1.054688	   0.061196
   1.064453	   0.240903
   1.074219	   0.455191
   1.083984	   0.630217
   1.093750	   0.703983
   1.103516	   0.648041
   1.113281	   0.477208
   1.123047	   0.243880
   1.132812	   0.019151
   1.142578	  -0.132323
   1.152344	  -0.174630
   1.162109	  -0.112095
   1.171875	   0.013925
   1.181641	   0.141455
   1.191406	   0.211208
   1.201172	   0.188080
   1.210938	   0.072935
   1.220703	  -0.099451
   1.230469	  -0.275210
   1.240234	  -0.403091
   1.250000	  -0.454678
   1.259766	  -0.435353
   1.269531	  -0.381820
   1.279297	  -0.347131
   1.289062	  -0.378947
   1.298828	  -0.499377
   1.308594	  -0.694221
   1.318359	  -0.915949
   1.328125	  -1.099581
   1.337891	  -1.185731
   1.347656	  -1.142298
   1.357422	  -0.976653
   1.367188	  -0.733618
   1.376953	  -0.479793
   1.386719	  -0.279852
   1.396484	  -0.173522
   1.406250	  -0.161767
   1.416016	  -0.207372
   1.425781	  -0.249802
   1.435547	  -0.228907
   1.445312	  -0.108684
   1.455078	   0.107782
   1.464844	   0.377885
   1.474609	   0.633891
   1.484375	   0.806970
   1.494141	   0.852017
   1.503906	   0.764038
   1.513672	   0.579943
   1.523438	   0.364966
   1.533203	   0.188663
   1.542969	   0.099434
   1.552734	   0.107112
   1.562500	   0.180297
   1.572266	   0.259613
   1.582031	   0.282068
   1.591797	   0.207419
   1.601562	   0.036425
   1.611328	  -0.186278
   1.621094	  -0.386378
   1.630859	  -0.486488
   1.640625	  -0.435652
   1.650391	  -0.230859
   1.660156	   0.077764
   1.669922	   0.400701
   1.679688	   0.637556
   1.689453	   0.710651
