# Time	Amplitude (cm/s/s)
   0.000000	   0.451998
   0.009766	   0.203763
   0.019531	  -0.056706
   0.029297	  -0.272941
   0.039062	  -0.401825
   0.048828	  -0.427562
   0.058594	  -0.367137
   0.068359	  -0.265185
   0.078125	  -0.179679
   0.087891	  -0.163004
   0.097656	  -0.244557
   0.107422	  -0.420497
   0.117188	  -0.653912
   0.126953	  -0.885228
   0.136719	  -1.049411
   0.146484	  -1.094455
   0.156250	  -0.995534
   0.166016	  -0.760891
   0.175781	  -0.428438
   0.185547	  -0.055047
   0.195312	   0.297412
   0.205078	   0.574743
   0.214844	   0.738393
   0.224609	   0.767506
   0.234375	   0.656197
   0.244141	   0.408760
   0.253906	   0.035761
   0.263672	  -0.447119
   0.273438	  -1.017504
   0.283203	  -1.643801
   0.292969	  -2.284455
   0.302734	  -2.891195
   0.312500	  -3.416873
   0.322266	  -3.826217
   0.332031	  -4.106022
   0.341797	  -4.270635
   0.351562	  -4.359662
   0.361328	  -4.427243
   0.371094	  -4.525257
   0.380859	  -4.685365
   0.390625	  -4.905771
   0.400391	  -5.147565
   0.410156	  -5.342648
   0.419922	  -5.411489
   0.429688	  -5.285584
   0.439453	  -4.927657
   0.449219	  -4.343156
   0.458984	  -3.579279
   0.468750	  -2.711795
   0.478516	  -1.823958
   0.488281	  -0.984412
   0.498047	  -0.231234
   0.507812	   0.432869
   0.517578	   1.033110
   0.527344	   1.606003
   0.537109	   2.179783
   0.546875	   2.758957
   0.556641	   3.318412
   0.566406	   3.809031
   0.576172	   4.172555
   0.585938	   4.360139
   0.595703	   4.347846
   0.605469	   4.143542
   0.615234	   3.782956
   0.625000	   3.316741
   0.634766	   2.793712
   0.644531	   2.246876
   0.654297	   1.687687
   0.664062	   1.110803
   0.673828	   0.507391
   0.683594	  -0.118437
   0.693359	  -0.737082
   0.703125	  -1.290709
   0.712891	  -1.702816
   0.722656	  -1.898081
   0.732422	  -1.826392
   0.742188	  -1.482897
   0.751953	  -0.916657
   0.761719	  -0.223934
   0.771484	   0.472916
   0.781250	   1.055103
   0.791016	   1.436819
   0.800781	   1.585440
   0.810547	   1.526452
   0.820312	   1.331886
   0.830078	   1.096316
   0.839844	   0.908296
   0.849609	   0.826304
   0.859375	   0.866319
   0.869141	   1.004016
   0.878906	   1.189485
   0.888672	   1.368319
   0.898438	   1.501171
   0.908203	   1.574987
   0.917969	   1.602606
   0.927734	   1.611974
   0.937500	   1.630079
   0.947266	   1.668539
   0.957031	   1.716924
   0.966797	   1.746666
   0.976562	   1.724125
   0.986328	   1.627602
   0.996094	   1.461273
   1.005859	   1.259905
   1.015625	   1.081482
   1.025391	   0.989382
   1.035156	   1.029812
   1.044922	   1.212381
   1.054688	   1.501041
