# Time	Amplitude (cm/s/s)
   0.000000	  -0.269852
   0.009766	  -0.259660
   0.019531	  -0.234000
   0.029297	  -0.201835
   0.039062	  -0.172827
   0.048828	  -0.154438
   0.058594	  -0.149848
   0.068359	  -0.157289
   0.078125	  -0.170992
   0.087891	  -0.183373
   0.097656	  -0.187678
   0.107422	  -0.180172
   0.117188	  -0.161111
   0.126953	  -0.134209
   0.136719	  -0.104831
   0.146484	  -0.077613
   0.156250	  -0.054446
   0.166016	  -0.033606
   0.175781	  -0.010426
   0.185547	   0.020695
   0.195312	   0.063646
   0.205078	   0.118328
   0.214844	   0.179639
   0.224609	   0.238243
   0.234375	   0.282988
   0.244141	   0.304262
   0.253906	   0.297179
   0.263672	   0.263484
   0.273438	   0.211459
   0.283203	   0.153747
   0.292969	   0.103724
   0.302734	   0.071548
   0.312500	   0.061182
   0.322266	   0.069361
   0.332031	   0.086893
   0.341797	   0.101868
   0.351562	   0.103772
   0.361328	   0.087135
   0.371094	   0.053545
   0.380859	   0.011353
   0.390625	  -0.026833
   0.400391	  -0.048042
   0.410156	  -0.042973
   0.419922	  -0.008876
   0.429688	   0.049608
   0.439453	   0.121855
   0.449219	   0.194397
   0.458984	   0.254740
   0.468750	   0.294630
   0.478516	   0.311796
   0.488281	   0.309717
   0.498047	   0.295676
   0.507812	   0.277866
   0.517578	   0.262592
   0.527344	   0.252511
   0.537109	   0.246387
   0.546875	   0.240317
   0.556641	   0.229828
   0.566406	   0.212018
   0.576172	   0.186933
   0.585938	   0.157716
   0.595703	   0.129558
   0.605469	   0.107908
   0.615234	   0.096659
   0.625000	   0.097000
   0.634766	   0.107319
   0.644531	   0.124134
   0.654297	   0.143626
   0.664062	   0.163144
   0.673828	   0.182060
   0.683594	   0.201680
   0.693359	   0.224250
   0.703125	   0.251513
   0.712891	   0.283409
   0.722656	   0.317484
   0.732422	   0.349275
   0.742188	   0.373552
   0.751953	   0.385955
   0.761719	   0.384385
   0.771484	   0.369605
   0.781250	   0.344796
   0.791016	   0.314215
   0.800781	   0.281468
   0.810547	   0.248056
   0.820312	   0.212785
   0.830078	   0.172280
   0.839844	   0.122452
   0.849609	   0.060368
   0.859375	  -0.014179
   0.869141	  -0.098032
   0.878906	  -0.185225
   0.888672	  -0.268572
   0.898438	  -0.341720
   0.908203	  -0.400908
   0.917969	  -0.445749
   0.927734	  -0.478756
   0.937500	  -0.503743
   0.947266	  -0.523734
   0.957031	  -0.539180
   0.966797	  -0.547232
   0.976562	  -0.542411
   0.986328	  -0.518534
   0.996094	  -0.471225
   1.005859	  -0.400106
   1.015625	  -0.309832
   1.025391	  -0.209481
   1.035156	  -0.110423
   1.044922	  -0.023320
   1.054688	   0.044753
   1.064453	   0.092078
   1.074219	   0.122331
   1.083984	   0.142872
   1.093750	   0.161867
   1.103516	   0.185253
   1.113281	   0.214611
   1.123047	   0.246699
   1.132812	   0.274799
   1.142578	   0.291380
   1.152344	   0.291108
   1.162109	   0.273069
   1.171875	   0.241396
   1.181641	   0.204001
   1.191406	   0.169866
   1.201172	   0.145850
   1.210938	   0.134180
   1.220703	   0.131579
   1.230469	   0.130417
   1.240234	   0.121543
   1.250000	   0.097838
   1.259766	   0.057241
   1.269531	   0.004153
   1.279297	  -0.051362
   1.289062	  -0.096376
   1.298828	  -0.119027
   1.308594	  -0.112308
   1.318359	  -0.076438
   1.328125	  -0.019058
   1.337891	   0.046834
   1.347656	   0.106514
   1.357422	   0.147545
   1.367188	   0.162907
   1.376953	   0.152285
   1.386719	   0.121241
   1.396484	   0.078688
   1.406250	   0.033640
   1.416016	  -0.007599
   1.425781	  -0.042903
   1.435547	  -0.074046
   1.445312	  -0.104972
   1.455078	  -0.139394
   1.464844	  -0.178722
   1.474609	  -0.221116
   1.484375	  -0.262009
   1.494141	  -0.295807
   1.503906	  -0.318045
   1.513672	  -0.327070
   1.523438	  -0.324542
   1.533203	  -0.314497
   1.542969	  -0.301341
   1.552734	  -0.287578
   1.562500	  -0.272242
   1.572266	  -0.250766
   1.582031	  -0.216505
   1.591797	  -0.163480
   1.601562	  -0.089398
   1.611328	   0.002168
   1.621094	   0.101352
   1.630859	   0.193622
   1.640625	   0.263087
   1.650391	   0.296476
   1.660156	   0.286498
   1.669922	   0.233496
   1.679688	   0.144820
   1.689453	   0.032149
   1.699219	  -0.092320
   1.708984	  -0.219516
   1.718750	  -0.345710
   1.728516	  -0.472577
   1.738281	  -0.605097
   1.748047	  -0.748095
   1.757812	  -0.902684
   1.767578	  -1.063922
   1.777344	  -1.220611
   1.787109	  -1.357388
   1.796875	  -1.458491
   1.806641	  -1.511989
   1.816406	  -1.513085
   1.826172	  -1.465411
   1.835938	  -1.379897
   1.845703	  -1.271568
   1.855469	  -1.155336
   1.865234	  -1.042076
   1.875000	  -0.936201
   1.884766	  -0.835371
   1.894531	  -0.732278
   1.904297	  -0.617792
   1.914062	  -0.484378
   1.923828	  -0.328732
   1.933594	  -0.152915
   1.943359	   0.036126
   1.953125	   0.228244
   1.962891	   0.412250
   1.972656	   0.577767
   1.982422	   0.716306
   1.992188	   0.821500
   2.001953	   0.888817
   2.011719	   0.915274
   2.021484	   0.899594
   2.031250	   0.842919
   2.041016	   0.749820
   2.050781	   0.629043
   2.060547	   0.493356
   2.070312	   0.358152
   2.080078	   0.238860
   2.089844	   0.147787
   2.099609	   0.091310
   2.109375	   0.068409
   2.119141	   0.071138
   2.128906	   0.087091
   2.138672	   0.103171
   2.148438	   0.109540
   2.158203	   0.102447
   2.167969	   0.084993
   2.177734	   0.065557
   2.187500	   0.054374
   2.197266	   0.059454
   2.207031	   0.083253
   2.216797	   0.121276
   2.226562	   0.163157
   2.236328	   0.195859
   2.246094	   0.207923
   2.255859	   0.193261
   2.265625	   0.153183
   2.275391	   0.095911
   2.285156	   0.033760
   2.294922	  -0.021019
   2.304688	  -0.060222
   2.314453	  -0.082083
   2.324219	  -0.091169
   2.333984	  -0.095835
   2.343750	  -0.104177
   2.353516	  -0.120006
   2.363281	  -0.140414
   2.373047	  -0.155962
   2.382812	  -0.153565
   2.392578	  -0.121167
   2.402344	  -0.052577
   2.412109	   0.049306
   2.421875	   0.172156
   2.431641	   0.297080
   2.441406	   0.403856
   2.451172	   0.476851
   2.460938	   0.509624
   2.470703	   0.506564
   2.480469	   0.480908
   2.490234	   0.449696
   2.500000	   0.427312
   2.509766	   0.419762
   2.519531	   0.421719
   2.529297	   0.417435
   2.539062	   0.385376
   2.548828	   0.305175
   2.558594	   0.164700
   2.568359	  -0.035084
   2.578125	  -0.279079
   2.587891	  -0.541267
   2.597656	  -0.791244
   2.607422	  -1.002081
   2.617188	  -1.157124
   2.626953	  -1.253668
   2.636719	  -1.302497
   2.646484	  -1.323537
   2.656250	  -1.339094
   2.666016	  -1.366817
   2.675781	  -1.414519
   2.685547	  -1.478308
   2.695312	  -1.544371
   2.705078	  -1.593606
   2.714844	  -1.607497
   2.724609	  -1.573349
   2.734375	  -1.487378
   2.744141	  -1.354965
   2.753906	  -1.188321
   2.763672	  -1.002608
   2.773438	  -0.811918
   2.783203	  -0.626369
   2.792969	  -0.451043
   2.802734	  -0.286777
   2.812500	  -0.132177
   2.822266	   0.014077
   2.832031	   0.151549
   2.841797	   0.277516
   2.851562	   0.387587
   2.861328	   0.477069
   2.871094	   0.542400
   2.880859	   0.582078
   2.890625	   0.596780
   2.900391	   0.588767
   2.910156	   0.560949
   2.919922	   0.516090
   2.929688	   0.456503
   2.939453	   0.384304
   2.949219	   0.301972
   2.958984	   0.212836
   2.968750	   0.121081
   2.978516	   0.031157
   2.988281	  -0.053247
   2.998047	  -0.130207
   3.007812	  -0.200025
   3.017578	  -0.264795
   3.027344	  -0.327069
   3.037109	  -0.388055
   3.046875	  -0.446071
   3.056641	  -0.495978
   3.066406	  -0.530062
   3.076172	  -0.540269
   3.085938	  -0.521176
   3.095703	  -0.472638
   3.105469	  -0.401061
   3.115234	  -0.318594
   3.125000	  -0.240245
   3.134766	  -0.179662
   3.144531	  -0.144922
   3.154297	  -0.135779
   3.164062	  -0.143470
   3.173828	  -0.153354
   3.183594	  -0.149697
   3.193359	  -0.121133
   3.203125	  -0.064956
   3.212891	   0.011281
   3.222656	   0.091585
   3.232422	   0.156336
   3.242188	   0.188650
   3.251953	   0.180234
   3.261719	   0.134777
   3.271484	   0.067633
   3.281250	   0.001782
   3.291016	  -0.038769
   3.300781	  -0.036068
   3.310547	   0.016431
   3.320312	   0.111964
   3.330078	   0.232549
   3.339844	   0.354359
   3.349609	   0.454583
   3.359375	   0.517544
   3.369141	   0.538171
   3.378906	   0.521846
   3.388672	   0.480929
   3.398438	   0.429395
   3.408203	   0.377574
   3.417969	   0.328923
   3.427734	   0.279889
   3.437500	   0.222786
   3.447266	   0.150471
