# Time	Amplitude (cm/s/s)
   0.000000	   0.114701
   0.009766	   0.006422
   0.019531	  -0.062131
   0.029297	  -0.082177
   0.039062	  -0.055675
   0.048828	   0.006193
   0.058594	   0.086673
   0.068359	   0.167987
   0.078125	   0.235396
   0.087891	   0.279698
   0.097656	   0.297679
   0.107422	   0.290775
   0.117188	   0.262720
   0.126953	   0.217237
   0.136719	   0.156620
   0.146484	   0.081665
   0.156250	  -0.007238
   0.166016	  -0.108431
   0.175781	  -0.217599
   0.185547	  -0.327315
   0.195312	  -0.427844
   0.205078	  -0.508970
   0.214844	  -0.562228
   0.224609	  -0.582739
   0.234375	  -0.570002
   0.244141	  -0.527385
   0.253906	  -0.460548
   0.263672	  -0.375434
   0.273438	  -0.276613
   0.283203	  -0.166605
   0.292969	  -0.046411
   0.302734	   0.083006
   0.312500	   0.218974
   0.322266	   0.355894
   0.332031	   0.485193
   0.341797	   0.596659
   0.351562	   0.680823
   0.361328	   0.731630
   0.371094	   0.748439
   0.380859	   0.736584
   0.390625	   0.706171
   0.400391	   0.669368
   0.410156	   0.636988
   0.419922	   0.615422
   0.429688	   0.604854
   0.439453	   0.599348
   0.449219	   0.588715
   0.458984	   0.561564
   0.468750	   0.508559
   0.478516	   0.424883
   0.488281	   0.311273
   0.498047	   0.173451
   0.507812	   0.020394
   0.517578	  -0.137839
   0.527344	  -0.291879
   0.537109	  -0.433888
   0.546875	  -0.557363
   0.556641	  -0.656294
   0.566406	  -0.724339
   0.576172	  -0.754701
   0.585938	  -0.741076
   0.595703	  -0.679549
   0.605469	  -0.570838
   0.615234	  -0.421979
   0.625000	  -0.246618
   0.634766	  -0.063444
   0.644531	   0.107078
   0.654297	   0.246913
   0.664062	   0.344403
   0.673828	   0.396770
   0.683594	   0.410329
   0.693359	   0.398264
   0.703125	   0.376581
   0.712891	   0.359419
   0.722656	   0.355141
   0.732422	   0.364348
   0.742188	   0.380377
   0.751953	   0.392037
   0.761719	   0.387622
   0.771484	   0.358891
   0.781250	   0.303724
   0.791016	   0.226678
   0.800781	   0.137357
   0.810547	   0.047267
   0.820312	  -0.033737
   0.830078	  -0.100185
   0.839844	  -0.152046
   0.849609	  -0.193841
   0.859375	  -0.232245
   0.869141	  -0.273111
   0.878906	  -0.319008
   0.888672	  -0.368140
